@relation eacciTranscripts
@attribute transcript string
@attribute class {kdsv,kmpt,knbr,noap,rchn,strg,umzg,untr}
@data
"Gott glauben sie also das ist eine Katastrophe mit der mit der Telekom ist unmöglich ich ich warte bis ob ich erfahre was was mit bei bei meiner Nachbarin  nun  ist weil der die nicht telefonieren kann nun und dabei krieg ich alles mögliche und nun man  und ich weiß überhaupt nicht wen es interessiert das ist doch ein Wahnsinn jetzt stehe da ich heut stundenlang am Telefon bloß dass ich erfahre ob ob die ob der  das Telefon von der Nachbarin von Nachbars  wieder in Ordnung kommt das ist doch  ein Witz", strg
"ich hab  nicht verstanden", noap
"ich habe von drei Kundenberatern zwei davon im T-Punkt einer auf der Hotline drei unterschiedliche Informationen bekommen zu meinem Anliegen und  was ist ganz schlimm war finde ich mitten in meinem Satz  der ganz normal vorgetragen wurde  aus einer gepflegten Kundenbeschwerde die Mitarbeiterin gerade eben einfach umgeschaltet hat auf ihre Evaluations  Software und überhaupt nicht richtig das Gespräch mit mir beendet hat praktisch aufgelegt hat das erzeugt für mich für einen respektvollen Umgang mit dem Kunden und ich erwarte mir natürlich etwas anderes von einem Unternehmen wie T-Mobile vor allem wenn der Kunde wie ich in meinem Fall  sein Anliegen ganz ruhig vorträgt und  dann trotzdem wie gesagt noch eine dritte unterschiedliche Information bekommt", kmpt
"ich habe von drei Kundenberatern zwei davon im T-Punkt einer auf der Hotline drei unterschiedliche Informationen bekommen zu meinem Anliegen und  was ist ganz schlimm war finde ich mitten in meinem Satz  der ganz normal vorgetragen wurde  aus einer gepflegten Kundenbeschwerde die Mitarbeiterin gerade eben einfach umgeschaltet hat auf ihre Evaluations  Software und überhaupt nicht richtig das Gespräch mit mir beendet hat praktisch aufgelegt hat das erzeugt für mich für einen respektvollen Umgang mit dem Kunden und ich erwarte mir natürlich etwas anderes von einem Unternehmen wie T-Mobile vor allem wenn der Kunde wie ich in meinem Fall  sein Anliegen ganz ruhig vorträgt und  dann trotzdem wie gesagt noch eine dritte unterschiedliche Information bekommt", noap
"ich wurde jetzt zwei Mal nachdem ich diverse Frage beantwortet hatte gestellt daraufhin war die Leitung besetzt so dass ich nie mit einem ihrer Berater sprechen konnte soll ich Fragen beantworten wie das Gespräch war das ist eine unmögliche Leistung Ende", untr
"alles war nicht so wie ich es mir gewünscht habe ich habe dreizehn Minuten in der Warteschleife gesessen und dann wurde das Gespräch von ihnen aus beendet um hinterher diese schwachsinnige Befragung zu machen ich glaub da sollte man mit Herrn Berlemann sprechen der für die Call Center verantwortlich ist und bei ihnen  im Vorstand sitzt", noap
"alles war nicht so wie ich es mir gewünscht habe ich habe dreizehn Minuten in der Warteschleife gesessen und dann wurde das Gespräch von ihnen aus beendet um hinterher diese schwachsinnige Befragung zu machen ich glaub da sollte man mit Herrn Berlemann sprechen der für die Call Center verantwortlich ist und bei ihnen  im Vorstand sitzt", untr
"der Reparatur Auftrag den ich  angemeldet habe  wird nicht zu meiner Zufriedenheit  ausgeführt weil ich vielleicht  eine neue Telefon Anlage brauche eine Joymax drei hundert sechs  und mir der Kundenberater gesagt hat  das wäre mein Problem die wollte ich bei ihnen kaufen wenn ich jetzt gezwungen werde die woanders zu kaufen bin ich dafür völlig unzufrieden hab ich kein Verständnis für ich bin Kunde bei ihnen und wollte gerne bleiben", kdsv
"ich wurde mit keinem Berater verbunden", untr
"ich war zufrieden", noap
"Beraterin konnte mich nicht konnte mir  nicht helfen und hat versucht am ende des Gesprächs mir  aufzuzwingen dass ich auflegen soll das ich keine Bewertung machen kann", kmpt
"Information", noap
"also ich bin bei der Telekom jetzt schon mehrere Jahre Kunde und ich hab gerade mit ihrem Service Mitarbeiter gesprochen und der hat mich angeschrieen und legt einfach während des Gesprächs auf und damit bin ich absolut absolut nicht zufrieden das kenn ich aber auch von der Deutschen Telekom gar nicht man kann mich nicht inmitten des Gespräches einfach abwürgen bin ich nicht der wurde laut und unhöflich und da und da fällt mir gar nichts mehr dazu ein", kmpt
"also ich bin bei der Telekom jetzt schon mehrere Jahre Kunde und ich hab gerade mit ihrem Service Mitarbeiter gesprochen und der hat mich angeschrieen und legt einfach während des Gesprächs auf und damit bin ich absolut absolut nicht zufrieden das kenn ich aber auch von der Deutschen Telekom gar nicht man kann mich nicht inmitten des Gespräches einfach abwürgen bin ich nicht der wurde laut und unhöflich und da und da fällt mir gar nichts mehr dazu ein", noap
"ich bin gar nicht in den Genuss gekommen Service Mitarbeiter zu sprechen nach zwölf Minuten bin ich aus der Leitung rausgekappt worden das kann mich nicht zufrieden stellen", untr
"ich bin gar nicht in den Genuss gekommen Service Mitarbeiter zu sprechen nach zwölf Minuten bin ich aus der Leitung rausgekappt worden das kann mich nicht zufrieden stellen", noap
"wurde von ihnen nur über die Zufriedenheit gefragt das ist unbefriedigend", noap
"es hat sich überhaupt kein Kundenberater gemeldet ich bin gleich zu dieser Fragestunde geleitet worden", untr
"angeblich Xtra Weekend ich habe angeblich Xtra Weekend gebucht was nicht der Fall ist und da wurde bereits Geld abgebucht und  ja darüber ärger ich mich sehr denn dieses Gelde bekomme ich nicht wieder", kdsv
"die Kundenberatung ihrer Mitarbeiter war unter aller Sau", noap
"aufgrund eines  Austauschs eines  eines iPod  oder eines iPhone das ich leider kaputt gemacht habe hab ich ersatzweise  jetzt ein neues sechzehn Gigabyte Handy bekommen das ist in Ordnung dass ich jetzt zusätzlich noch zu dem Vertragswechsel Iphone noch mal ein hundert siebzig Euro bezahlen  geht schlichtweg nicht also das heißt das hab ich der Mitarbeiterin gesagt  die Mitarbeiterin hat mich rausgeschmissen  das heißt  mit dem der Leistung sowohl vom Service als auch von der Mitarbeiterin bin ich nicht zufrieden deswegen auch die negative Bewertung", kdsv
"aufgrund eines  Austauschs eines  eines iPod  oder eines iPhone das ich leider kaputt gemacht habe hab ich ersatzweise  jetzt ein neues sechzehn Gigabyte Handy bekommen das ist in Ordnung dass ich jetzt zusätzlich noch zu dem Vertragswechsel Iphone noch mal ein hundert siebzig Euro bezahlen  geht schlichtweg nicht also das heißt das hab ich der Mitarbeiterin gesagt  die Mitarbeiterin hat mich rausgeschmissen  das heißt  mit dem der Leistung sowohl vom Service als auch von der Mitarbeiterin bin ich nicht zufrieden deswegen auch die negative Bewertung", kdsv
"eine Woche hingehalten mit dem Zugang für  Internet ich bezahle seit fünfzehnten Januar monatlich vierzig Euro und komme nicht ins Internet da ist ein Defekt an der Leitung der nicht behoben wird entweder sind ihre Monteure so dumm dass sie  nicht können oder oder sonst irgendetwas ich werde mir das nicht bieten lassen und werde am Montag nach Darmstadt anrufen zu dem obersten Chef und werde eine Beschwerde eingeben", strg
"ich habe die null acht hundert drei und dreißig null zehn dreißig gewählt in der Hoffnung  eine Auskunft als Geschäftskunde zu bekommen und lande grundsätzlich im Privatkunden Bereich", noap
"es kann nicht sein dass man mitten unter einem Beratungs Gespräch unterbrochen wird für eine dumme Frage", noap
"ja die Freischaltung zum zweiten sechsten die ich beantragt hatte zu dem   Fulltime   Tarif  der bestellt wurde am sechsten fünften also vier Wochen hatte die Telekom Zeit eine Auftragsbestätigung zu schicken die ist nicht gekommen nun kann  die Person für die ich das gemacht habe am zweiten sechsten keine  diesen Tarif nicht in Anspruch nehmen sondern erst in zum neunzehnten sechsten und das scheint mir in ihrem Haus wohl nicht ganz richtig gelaufen zu sein", kdsv
"ja die Freischaltung zum zweiten sechsten die ich beantragt hatte zu dem   Fulltime   Tarif  der bestellt wurde am sechsten fünften also vier Wochen hatte die Telekom Zeit eine Auftragsbestätigung zu schicken die ist nicht gekommen nun kann  die Person für die ich das gemacht habe am zweiten sechsten keine  diesen Tarif nicht in Anspruch nehmen sondern erst in zum neunzehnten sechsten und das scheint mir in ihrem Haus wohl nicht ganz richtig gelaufen zu sein", noap
"was genau was genau war wenn man vier oder fünf Tage warten muss bis man mal einen Anschluss bekommt hier wieder und man fünf Mal  zehn Mal anrufen muss um dass man irgendwie jemanden einen Kontakt bekommt das ist für mich gleich ja das ist Null Null und noch einmal Null", noap
"ja ich  ja ich konnte überhaupt nichts sagen ich konnte überhaupt nichts sagen der Teilnehmer ist wieder aus dem Gespräch raus", knbr
"meine  erworben habe oben vom Berater falsch beraten wurde und ich das Gefühl habe er hat mich verarscht danke", kmpt
"sie haben mich mit niemanden verbunden noch habe noch mit niemand gesprochen", untr
"die Kündigung des Vertrages von meinem Mann  ich versuche schon seit dem ein und zwanzigsten vierten diesen Vertrag zu kündigen weil mein Mann verstorben ist ich habe noch keine Bestätigung dass das geklappt hat", kdsv
"mir wurde mir wurde gar nicht geholfen und dann war das Gespräch zu Ende", knbr
"ich habe eine Frage gestellt wurde fünfzehn Minuten in die Warteschleife gehangen und hinterher hat er mich ins Bewertungs Gespräch geschickt das hat nicht gestimmt", noap
"ich habe eine Frage gestellt wurde fünfzehn Minuten in die Warteschleife gehangen und hinterher hat er mich ins Bewertungs Gespräch geschickt das hat nicht gestimmt", knbr
"kam gar nicht durch ja ich wurde jetzt einfach  hier vermittelt interessiert mich hier alles gar nicht ich möchte ein Gespräch", untr
"der Sprachcomputer hat einfach nicht so gut reagiert und manche Dinge einfach nicht verstanden und einfach  nur wiederholt Ende", noap
"sie haben mich aus der Leitung geworfen und das ist jetzt nicht das erste Mal passiert ich empfinde das als überhaupt nicht gut ich hoffe sie können das wirklich verändern", knbr
"es wurde im einfach Gespräch einfach aufgelegt das kann ja wohl nicht angehen", noap
"keine Hilfe bekommen", noap
"ihr Service Mitarbeiter hat einfach aufgelegt nicht ich wusste nicht was los ist und hat einfach das Gespräch beendet und dann kamen sie in die Leitung mehr kann ich nicht dazu sagen", noap
"ich komme von einer Geschäftsreise hab lange Zeit hinter mir habe ein Geschäfts Konto bei ihnen eine Telekom mobil Netz Verbindung bin unzufrieden mit der Beratung das heißt mit meiner Vertrags Verlängerung werde verbunden mit angeblich einem Sachbearbeiter der für meine Angelegenheiten zuständig ist und er sagt mir einfach tut mir leid sie sind falsch verbunden können sie noch mal von vorne anfangen zu telefonieren klasse wer bezahlt mir die Zeit", kdsv
"ich komme von einer Geschäftsreise hab lange Zeit hinter mir habe ein Geschäfts Konto bei ihnen eine Telekom mobil Netz Verbindung bin unzufrieden mit der Beratung das heißt mit meiner Vertrags Verlängerung werde verbunden mit angeblich einem Sachbearbeiter der für meine Angelegenheiten zuständig ist und er sagt mir einfach tut mir leid sie sind falsch verbunden können sie noch mal von vorne anfangen zu telefonieren klasse wer bezahlt mir die Zeit", kmpt
"ja nach ungefähr  zwei Minuten in der Warteschleife wurde mein Gespräch einfach beendet und ich bin hier bei dieser Befragung gelandet ohne mein Anliegen äußern zu können", untr
"es hat kein Gespräch stattgefunden", untr
"ich habe also die Kollegin die Kollegin vom Kundendienst angerufen und die hat mir gesagt mein Vorhaben liegt und das ist eigentlich die Störungsstelle an die mich  Stelle anrufen und das nervt mich", strg
"ich habe also die Kollegin die Kollegin vom Kundendienst angerufen und die hat mir gesagt mein Vorhaben liegt und das ist eigentlich die Störungsstelle an die mich  Stelle anrufen und das nervt mich", kmpt
"erstens hat die Dame einfach aufgelegt als ich noch eine Frage gestellt habe und außerdem haben wir vor sechs Wochen unseren Anschluss weil wir umgezogen sind umgemeldet Telefon klappt Internet nicht und am Montag wurde uns ein Rückruf versprochen oder am Dienstag war das es hat sich nichts getan bis heute und diese Dame hat mir dann gesagt tja das wird jetzt am achtzehnten umgeschaltet  der Fehler wurde behoben ich weiß nicht wenn der Fehler behoben wurde könnte man uns vielleicht schon heute das Internet  zugestehen wir sind sehr unzufrieden", noap
"erstens hat die Dame einfach aufgelegt als ich noch eine Frage gestellt habe und außerdem haben wir vor sechs Wochen unseren Anschluss weil wir umgezogen sind umgemeldet Telefon klappt Internet nicht und am Montag wurde uns ein Rückruf versprochen oder am Dienstag war das es hat sich nichts getan bis heute und diese Dame hat mir dann gesagt tja das wird jetzt am achtzehnten umgeschaltet  der Fehler wurde behoben ich weiß nicht wenn der Fehler behoben wurde könnte man uns vielleicht schon heute das Internet  zugestehen wir sind sehr unzufrieden", umzg
"das Gespräch wurde abgebrochen", knbr
"ich möchte eine Weiterleitung zum Servicecenter ich habe kein Internetanschluss und rufe seit dreißig Minuten an und bekomme keine Auskunft", noap
"ich möchte eine Weiterleitung zum Servicecenter ich habe kein Internetanschluss und rufe seit dreißig Minuten an und bekomme keine Auskunft", knbr
"ihre Mitarbeiterin war unhöflich", kmpt
"vom Festnetz an ich rufe vom Festnetz an hänge zehn Minuten in der Warteschleife rufe ein zweites Mal vom Festnetz an hänge wieder zehn Minuten in der Warteschleife jetzt ruf ich vom Handy an sage das Gespräch kann aufgezeichnet werden und werde direkt verbunden das kann doch nicht normal sein dann stellt man eine Rechnung einfach auf online um obwohl ich nichts veranlasst habe finde ich eine Unverschämtheit", noap
"vom Festnetz an ich rufe vom Festnetz an hänge zehn Minuten in der Warteschleife rufe ein zweites Mal vom Festnetz an hänge wieder zehn Minuten in der Warteschleife jetzt ruf ich vom Handy an sage das Gespräch kann aufgezeichnet werden und werde direkt verbunden das kann doch nicht normal sein dann stellt man eine Rechnung einfach auf online um obwohl ich nichts veranlasst habe finde ich eine Unverschämtheit", rchn
"eine Katastrophe", noap
"nachdem ich  mit dem Team Leiter gesprochen habe meinte er dass er sich mit dem T-online Kundenservice in Verbindung setzen müsste daraufhin  kam ich in die Warteschleife wartete dort auch ab und wurde dann aus dem Gespräch geschmissen und wurde dann an das die Kunden Bewertung die ich jetzt hier grad durchführe angehängt das Thema war noch nicht abgeschlossen er wollte sich noch mal mit mir in Verbindung setzen beziehungsweise mit mir und T-online und wurde jetzt einfach rausgekickt", knbr
"das Gespräch war meines Erachtens noch nicht zu Ende und ich habe noch kein vollständiges Ergebnis bekommen und schon wurde es weggeschaltet", knbr
"da war hallo da waren Kollegen hier im Haus und haben die Leitung abgeklemmt und das schon zum dritten Mal eine riesen Sauerei und da beschwer ich mich jetzt offiziell", kdsv
"da war hallo da waren Kollegen hier im Haus und haben die Leitung abgeklemmt und das schon zum dritten Mal eine riesen Sauerei und da beschwer ich mich jetzt offiziell", kdsv
"naja das einfach nur darauf hingewiesen wurde dass er Vorschriften hat nur Vorschriften aber gar nicht auf den Kunden drauf eingeht und ich hab schon seit mehr als drei Wochen kein Internet und keiner kümmert sich um mich okay", strg
"naja das einfach nur darauf hingewiesen wurde dass er Vorschriften hat nur Vorschriften aber gar nicht auf den Kunden drauf eingeht und ich hab schon seit mehr als drei Wochen kein Internet und keiner kümmert sich um mich okay", noap
"Frau Müller hat eine unverschämte Einstellung und hat   eigentlich nicht  fachlich  geredet", kmpt
"konkrete Auskunft auf meine Beschwerde bekommen mehrfach habe ich angerufen das Problem wird immer nur geleitet", noap
"überhaupt nicht vermittelt worden", knbr
"die Beratung die Beratung", noap
"ich hab nicht einmal den Vornamen von dem  Service Mitarbeiter mitgeteilt bekommen obwohl ich mehrmals gefragt habe äußerst unfreundlich und mein  ja mein Vorhaben wurde  nicht gelöst bitte Rückruf Telefon null eins sechs null neun sieben sieben fünf sechs vier fünf null", noap
"sie erklären so scheiße", noap
"die Auskunft war sehr unzufrieden mir wurde also  sogar  dass ich an dieser  Anschluss Schuld wäre ich das  manipuliert hätte sozusagen also ich bin äußerst unzufrieden und ich  und das hat alles die  Telekom bei mir so eingeklemmt", kmpt
"ich hab neulich angerufen weil ich nämlich schwerst behindert bin und die Dame hat gesagt sie wird sich drum kümmern und hat nicht zurückgerufen und so war  schon mal wegen wegen sozial Tarif und da kümmert sich dann einfach gar keiner mehr drum und das find ich nicht richtig und der Mann jetzt der war so sehr kurz angebunden der Herr Schmidt", noap
"ich hab neulich angerufen weil ich nämlich schwerst behindert bin und die Dame hat gesagt sie wird sich drum kümmern und hat nicht zurückgerufen und so war  schon mal wegen wegen sozial Tarif und da kümmert sich dann einfach gar keiner mehr drum und das find ich nicht richtig und der Mann jetzt der war so sehr kurz angebunden der Herr Schmidt", kmpt
"lange Wartezeiten nicht erfüllt Versprechen und ständig diese scheiß Computer  Stimmen des Weiteren wurde ich gerade aus der Leitung geworfen also das war nicht freiwillig beendet die  die Service danke", noap
"lange Wartezeiten nicht erfüllt Versprechen und ständig diese scheiß Computer  Stimmen des Weiteren wurde ich gerade aus der Leitung geworfen also das war nicht freiwillig beendet die  die Service danke", knbr
"das Gespräch mit dem Berater wurde einfach unterbrochen", noap
"ja das geht wegen  das Gespräch  da hat sich jemand gemeldet und bis jetzt  ist weg nix mehr zu hören", untr
"kompetenten Leute man kommt nicht an die kompetenten Leute", noap
"ich versuche seit drei Monaten in der Auskunft gelistet zu sein und warte heute eine halbe Stunde das Gespräch ist noch nicht beendet und ich werde jetzt schon abgefragt", knbr
"ich versuche seit drei Monaten in der Auskunft gelistet zu sein und warte heute eine halbe Stunde das Gespräch ist noch nicht beendet und ich werde jetzt schon abgefragt", noap
"aufgelegt es wurde einfach aufgelegt", knbr
"das Gespräch ist nicht beendet da klicken sie mich hier aus Gott verdammt", knbr
"ich wurde gar nicht verbunden mit einem Service Mitarbeiter es hat kein Gespräch stattgefunden", untr
"einfach aufgelegt", knbr
"ein Gespräch ich warte auf ein Gespräch und ich bin überhaupt nicht drangekommen ich finde das so eine Unverschämtheit wer bezahlt mir die Kosten  unmöglich ich probier schon eine Viertelstunde anzurufen", untr
"ein Gespräch ich warte auf ein Gespräch und ich bin überhaupt nicht drangekommen ich finde das so eine Unverschämtheit wer bezahlt mir die Kosten  unmöglich ich probier schon eine Viertelstunde anzurufen", noap
"das kann ich jetzt auch nicht sagen tut mir leid ich kann  nicht sagen", noap
"das", untr
"gelöst", noap
"ich wollte die Option   geändert wissen also bekommen bei mir  das ist nicht möglich obwohl ich häufig  über SMS dieses Angebot bekomme von T-Mobile", kdsv
"die Verbindung wurde gar nicht hergestellt", knbr
"ja guten Tag ich hatte zwar ein Gespräch  kein Gespräch  eine Weiterleitung aber  die  wurde mir nicht abgenommen die ich hatte praktisch kein Gespräch danke Wiederhören", untr
"das Gespräch wurde mittendrin unterbrochen und ich bekam diese nette Bewertung", knbr
"das Gespräch wurde einfach  unterbrochen und und und ihre dumme Rückfrage kam dazwischen", knbr
"Kundenberater hat einfach aufgelegt die Störung ist seit ein ein halb Jahren nicht behoben und mein    geht im Moment auch nicht", noap
"Kundenberater hat einfach aufgelegt die Störung ist seit ein ein halb Jahren nicht behoben und mein    geht im Moment auch nicht", strg
"ich habe noch keine verständliche Auskunft von ihnen bekommen und dann fragen sie bereits der Auskunft zufrieden sei da kann ich nur sagen ungenügend", noap
"bitte", noap
"lag nicht an der Beraterin aber der ganze Service von T-Mobile ist nicht vorhanden weil man plötzlich Sachen zugeschickt bekommt die man nie beantragt hat Anrufe bekommt die man nicht haben will und der ganze Laden einfach nur zum Kotzen ist vielen Dank", kdsv
"mit den ich reden kann reden möcht ich mit jemanden nicht einfach abgewürgt werden Mann Mann Mann geben sie mir einen Menschen zum Sprechen", knbr
"die Kompetenz des beratenden Mitarbeiters den ich gerade am Telefon hatte die schien mir nicht gesichert zu sein denn es hatte ein  Programmpunkt der  den ich vorher in meinem alten Handy hatte oder zehn Jahre in dem alten Handy hatte und im neuen Handy im März nicht mehr ab will er mir weiß machen oder erklärt er mir dass das eine Funktion des Handy nicht ist und nicht eine Funktion der Telekom ist dass ich meine Mobilbox ausgeschalten  ausgeschaltet haben möchte wie ich sie schon seit zehn Jahren bei ihnen habe und das war das für mich das Ausschlaggebende das mich der Mitarbeiter nicht dahingehend beraten konnte", kdsv
"die Kompetenz des beratenden Mitarbeiters den ich gerade am Telefon hatte die schien mir nicht gesichert zu sein denn es hatte ein  Programmpunkt der  den ich vorher in meinem alten Handy hatte oder zehn Jahre in dem alten Handy hatte und im neuen Handy im März nicht mehr ab will er mir weiß machen oder erklärt er mir dass das eine Funktion des Handy nicht ist und nicht eine Funktion der Telekom ist dass ich meine Mobilbox ausgeschalten  ausgeschaltet haben möchte wie ich sie schon seit zehn Jahren bei ihnen habe und das war das für mich das Ausschlaggebende das mich der Mitarbeiter nicht dahingehend beraten konnte", kdsv
"es unmöglich dass an zu bestehenden Aufträgen niemand ereichen kann niemand erhalten kann  der einem kompetent irgendwelche Fragen beantworten kann und sich stundenlang  sich von der Aufzugs Musik berieseln lässt  und nicht einen bestehenden Ansprechpartner hat der einem Fragen beantworten kann", kdsv
"es unmöglich dass an zu bestehenden Aufträgen niemand ereichen kann niemand erhalten kann  der einem kompetent irgendwelche Fragen beantworten kann und sich stundenlang  sich von der Aufzugs Musik berieseln lässt  und nicht einen bestehenden Ansprechpartner hat der einem Fragen beantworten kann", noap
"die Frau hatte schlechte Laune und konnte mir einfach nicht helfen war ein bisschen starrköpfig na ja  ganz toll danke", kmpt
"Beraterin einen dass die Beraterin einen so schnell wie möglich abwimmeln wollte im T-Punkt  dass sie nicht ausreichend Informationen für mich hatte keine fachlichen Kenntnisse", kmpt
"das Gespräch wurde beendet und  ich wurde direkt mit ihnen verbunden also ich bin noch nicht mal zu Wort gekommen also die Telekom find ich zum äußerst zum Kotzen wenn ihnen das reicht bin ich auch sehr zufrieden  ist ja wohl ein Witz dass das Gespräch mittendrin  einfach beendet wird bevor sich der Kunde äußern kann", knbr
"ich wollte mein ich wollte meinen Xtra Guthaben aufladen laut SMS von ihnen", kdsv
"keine Information ich warte auf Information", noap
"ich hätte mir gewünscht einen Gesprächspartner zu haben leider gab es keinen Gesprächspartner", untr
"Mitarbeiterin eher unfreundlich und keine zufrieden stellende  keine zufrieden stellenden Lösungs Vorschlag für mein Problem", kmpt
"nur um eine  ich habe nur um eine Termin Verschiebung gebeten dieses ist leider nicht möglich gewesen durch die Unflexibilität der Telekom vielen Dank", kdsv
"verbunden worden ich bin nicht verbunden worden", knbr
"ich wollte noch die Option Xtra Weekend und  SMS Sparoption  dazubuchen und weiß nicht wie das geht", kdsv
"klare Aussage ihre sehr unklare Aussage ihres Mitarbeiters und ihr Kundenservice ist sehr miserabel vor allem ihr Telefon Computer machen sie da mal ein paar Neuerungen dass die Kunden zufrieden wieder sind", kmpt
"ich wollte eigentlich eine Auskunft über  meine von mir  gemeldete Störung haben aber ich  sie haben mich ja einfach abgeschaltet das kann das kann nicht wahr sein das kann wirklich nicht wahr sein", strg
"ich wollte eigentlich eine Auskunft über  meine von mir  gemeldete Störung haben aber ich  sie haben mich ja einfach abgeschaltet das kann das kann nicht wahr sein das kann wirklich nicht wahr sein", knbr
"mein Telefon wurde von der Telekom am Dienstag ohne Auftrag abgeschaltet wir haben heute Freitag und das Telefon ist immer noch nicht angeschaltet worden", kdsv
"mein Telefon wurde von der Telekom am Dienstag ohne Auftrag abgeschaltet wir haben heute Freitag und das Telefon ist immer noch nicht angeschaltet worden", noap
"man hat mir nicht man hat mir nicht zugehört und  mich  verwiesen auf  ein ganz anderes Unternehmen und man will mir nicht helfen seit sechs Monaten nicht", noap
"man hat mir nicht man hat mir nicht zugehört und  mich  verwiesen auf  ein ganz anderes Unternehmen und man will mir nicht helfen seit sechs Monaten nicht", kmpt
"die Dame hat einfach aufgelegt", noap
"Informationen gekriegt nach Unterlagen fehlen", noap
"weil sie mich angeblich nicht verstanden hat", noap
"ich habe  überhaupt kein Gespräch geführt mit einem Berater", untr
"ich bin beim Weiterverbinden an den Geschäftskunden Bereich rausgeflogen mit einem besetzt Ton da bin ich absolut nicht zufrieden mit ganz und gar nicht", kmpt
"die Mitarbeiterin war sehr freundlich aber ich wurde plötzlich gedrängt und bin jetzt bei dieser Befragung gelandet also ich hab keine Auskunft erhalten die ich gebraucht hätte sondern bin jetzt bei dieser Befragung das heißt ich kann jetzt wieder anrufen", noap
"erstens mal eine erstens eine halbe Stunde warten in der Warteschleife dann werden wir rausgeschmissen dann muss man noch mal anrufen und dann muss man noch mal eine halbe Stunde warten mit einer absolut blöden Melodie absolut keinen Kundenservice", noap
"erstens mal eine erstens eine halbe Stunde warten in der Warteschleife dann werden wir rausgeschmissen dann muss man noch mal anrufen und dann muss man noch mal eine halbe Stunde warten mit einer absolut blöden Melodie absolut keinen Kundenservice", knbr
"Warteschlange und dann drückt mich einfach weg und das ist nicht das erste Mal also sehr sehr sehr sehr sehr unzufrieden sehr", noap
"das Gespräch wurde einfach unterbrochen ich habe die Hilfe nicht bis zum   bis zum Ende in Anspruch nehmen können das ist kein Kundenservice das ist Mist", knbr
"ich möchte meine  Mailbox Abfrage löschen und das haben sie nicht gemacht bisher ich habe laufend ihre ihren Service versucht anzurufen und sie irgendwie sperren sie das", kdsv
"Berater der Berater hat einfach aufgelegt und ich bin gar nicht zu Wort gekommen  also ich bin zu Wort gekommen ich hab mich vorgestellt mit den mit meinem Namen und habe keinen Service bekommen und spreche jetzt wieder mit der Maschine das find ich in bisschen sehr unprofessionell ich fühle mich nicht angesprochen als Kunde und das finde ich ungenügend", noap
"es ging in meinem Fall um einen also das Problem war", kdsv
"es ging in meinem Fall um einen also das Problem war", noap
"die  Lösung des Problems Mitarbeiter war sehr freundlich", noap
"es handelte sich um eine Störung die schon vor längerer Zeit aufgetreten ist und ich schon mehrfach mit dem mit der stör Stelle gesprochen habe und musste immer wieder meine Angaben  wiederholen Telefonnummer Handynummer das muss doch alles beim ersten Mal gespeichert werden das man nicht bei jedem Mal wieder nachhaken muss", strg
"einfach abgehangen keine Antwort auf meine Frage", knbr
"der Service der Firma Telekom ist unter aller Kanone seit Montag früh ist der ist der ist die Störung gemeldet und seit Montag früh werde ich vertröstet heute ist Mittwoch nach acht und vierzig Stunden ist Telekom Service noch nicht in der Lage mir zu sagen wann Techniker et cetera kommt unter aller Kanone dieser Service vielen Dank", strg
"der Service der Firma Telekom ist unter aller Kanone seit Montag früh ist der ist der ist die Störung gemeldet und seit Montag früh werde ich vertröstet heute ist Mittwoch nach acht und vierzig Stunden ist Telekom Service noch nicht in der Lage mir zu sagen wann Techniker et cetera kommt unter aller Kanone dieser Service vielen Dank", noap
"ich habe mehrmals bei euch angerufen und jedes Mal meinen Namen und meine Schrift geändert und folgt immer wieder die falsche Adresse und die falsche Name auf die Rechnung und ihre Mitarbeiterin jetzt hat  mir nicht bis  zum Ende gehört", kdsv
"ich habe mehrmals bei euch angerufen und jedes Mal meinen Namen und meine Schrift geändert und folgt immer wieder die falsche Adresse und die falsche Name auf die Rechnung und ihre Mitarbeiterin jetzt hat  mir nicht bis  zum Ende gehört", noap
"totale Inkompetenz", kmpt
"viel zu lange  Wartezeit bis zur Verbindung mit dem kompetenten Sachbearbeiter unnütze Zwischenfragen und so  und so fort das war", noap
"mir wurde leider bei meinem Anliegen nicht geholfen warum meine Rufnummer   gesendet wird obwohl das so nicht vereinbart war es sollte an einen Service Teilnehmer oder Service Mitarbeiter verbunden werden und das Gespräch war beendet", kdsv
"mir wurde leider bei meinem Anliegen nicht geholfen warum meine Rufnummer   gesendet wird obwohl das so nicht vereinbart war es sollte an einen Service Teilnehmer oder Service Mitarbeiter verbunden werden und das Gespräch war beendet", kmpt
"also die Störung lag jetzt schon am letzten Mittwoch vor Donnerstag wollte jemand vorbeikommen und der Termin wird jetzt für Morgen vereinbart ich finde das ist viel zu lang bis  bis der Schaden behoben wird Ende", strg
"also die Störung lag jetzt schon am letzten Mittwoch vor Donnerstag wollte jemand vorbeikommen und der Termin wird jetzt für Morgen vereinbart ich finde das ist viel zu lang bis  bis der Schaden behoben wird Ende", kdsv
"das Gespräch wurde abrupt beendet mittendrin", noap
"ich wollte nicht die Rechnung Rechnung online untergejubelt bekommen und hab das Kleingedruckte in der Auftrags Bestätigung wohl nicht intensiv gut   gelesen weil das ein bisschen eine Zumutung ist das war", kdsv
"ich wollte nicht die Rechnung Rechnung online untergejubelt bekommen und hab das Kleingedruckte in der Auftrags Bestätigung wohl nicht intensiv gut   gelesen weil das ein bisschen eine Zumutung ist das war", rchn
