@relation eacciTranscripts
@attribute transcript string
@attribute class {kdsv,kmpt,knbr,noap,rchn,strg,umzg,untr}
@data
"Aussage zu machen wann der jetzt neu zugeschaltet wird das ist alles irgendwie traurig und zudem muss man sagen ich hab den Kunden als Mitarbeiter wieder zur Telekom zurück geholt alles in die Hände von mir gegeben  ich ich werd hab mich  von allen Daten vom Kunden und werd hier abgefertigt weil die Dame anscheinend keinen Bock gehabt hat  ihre Auskünfte zu geben das finde ich alles andere als gut", kdsv
"gesagt einen Moment bitte und ich warte immer noch bis jetzt ist keiner mehr in der Leitung", knbr
"alle am Arsch lecken", noap
"das mein Antrag auf Internet so lange gedauert hat und mein Anschluss immer noch nicht da ist obwohl er schon gestern da sein sollte", noap
"wollte eine Auskunft zu schneller surfen mehr sparen die hab ich nicht bekommen", kdsv
"na der Service kann nicht in die Unterlagen einsehen dafür brauch ich keine Hotline", noap
"das Entertain Programm allgemein zwei Mal Entertain angemeldet zwei Mal Störung drei Wochen kein Internet ja sehr unzufrieden", strg
"Höflichkeit und das Engagement der Mitarbeiterin", kmpt
"die Kundenberaterin hatte keinen Zugriff auf meine Daten wegen System Ausfall und konnte mir darauf hin nicht folgen und hat mich mit allgemeinen Antworten beredet", noap
"erstens Mal hab ich eine viertel Stunde auf einen Anschluss gewartet und zweitens hab ich keine Auskunft bekommen die mir  hilft  das war", noap
"die rechtliche Vorausgabe das bei einer  Net Box Nummer die verloren gegangen ist  keine zweite Geheimnummer freigeschaltet wird unter Beibehaltung der ersten damit ohne Zeitverlust ohne unnötigen Zeitverlust die  Net Box hin in Funktion bleibt die  das die alten Nummern gelöscht werden können bei Freischaltung der neuen Nummer ist etwas was vermieden werden könnte", kdsv
"ich bekomm eine Reklamations Nummer per  Mail oder per SMS wenn ich die angebe kann die Dame damit nichts anfangen dann will sie den ganzen Satz von vorne zweitens Mal ich hab eine Störung es wurde nur mir wieder gesagt wir  haben das  geleitet und die Sache ist erledigt eine direkte Aussage oder das mich jemand anruft oder sonst was bekomme ich nicht es ist nicht zufrieden stellend", strg
"ich bekomm eine Reklamations Nummer per  Mail oder per SMS wenn ich die angebe kann die Dame damit nichts anfangen dann will sie den ganzen Satz von vorne zweitens Mal ich hab eine Störung es wurde nur mir wieder gesagt wir  haben das  geleitet und die Sache ist erledigt eine direkte Aussage oder das mich jemand anruft oder sonst was bekomme ich nicht es ist nicht zufrieden stellend", noap
"wissen gar nicht wie man  verbindet und ich bin einfach rausgeschmissen worden", knbr
"nach abheben des Hörers durch den Berater hätte ich mir gewünscht das er mit mir spricht und nicht einfach auflegt ich bin ziemlich geladen gegenüber der Telekom", noap
"die Beratung ist noch nicht beendet und warum bin ich jetzt in dieser Schleife hier drin ich muss  wichtige Auskünfte haben sitze hier schon seit einer viertel Stunde am Telefon das kann nicht sein ich muss doch noch wissen wie es jetzt  geht hier Mann", noap
"die Beratung ist noch nicht beendet und warum bin ich jetzt in dieser Schleife hier drin ich muss  wichtige Auskünfte haben sitze hier schon seit einer viertel Stunde am Telefon das kann nicht sein ich muss doch noch wissen wie es jetzt  geht hier Mann", knbr
"Beratung an sich", noap
"aufgelegt es wurde einfach aufgelegt", knbr
"ich werde nicht richtig informiert warum ich keine MMS mehr ins Ausland verschicken kann ich bin am verzweifeln es ist nicht schön das ich nicht richtig  beraten werde  ich werde einen anderen Anbieter verwenden das nächste Mal beim Vertrag wenn das so  geht Ende", kdsv
"ja ich habe wieder angerufen ich konnte leider nicht  kommen weil angeblich ein neues  aufgespielt wurde das war schon", noap
"ich wurde mit keinem ihrer Mitarbeiter verbunden", untr
"es wär schön gewesen wenn ich zu einem Berater durchgestellt worden wäre aber man hat mich direkt zu den Fragen geschickt", untr
"ich habe bis jetzt keine Verbindung ich sitze schon eine mindestens fünfzehn Minuten und ich bekomm überhaupt keine Verbindung", noap
"ich habe bis jetzt keine Verbindung ich sitze schon eine mindestens fünfzehn Minuten und ich bekomm überhaupt keine Verbindung", untr
"ich hab noch keine Auskunft", knbr
"es geht nicht mal jemand an an das Beratungs Gespräch hin geht niemand hin und ich sitz hier schon seit zehn Minuten ganz ganz toll", noap
"es geht nicht mal jemand an an das Beratungs Gespräch hin geht niemand hin und ich sitz hier schon seit zehn Minuten ganz ganz toll", untr
"ich hab ich wurde ich wurde gar nicht mit  einem Berater verbunden", untr
"die Ummeldung war nicht in Ordnung und zögert sich immer tagtäglich hinaus", kdsv
"es gab keine verbindliche Antwort  auf mein Problem sondern es wurde nur wieder in die Zukunft verschoben das es irgendwann mal funktionieren soll Fakt ist das es jetzt schon das Internet den ganzen Tag heute nicht funktioniert und ich keine Lust hab darauf so lange zu verzichten", strg
"es gab keine verbindliche Antwort  auf mein Problem sondern es wurde nur wieder in die Zukunft verschoben das es irgendwann mal funktionieren soll Fakt ist das es jetzt schon das Internet den ganzen Tag heute nicht funktioniert und ich keine Lust hab darauf so lange zu verzichten", noap
"ich wäre gerne  verbunden worden an den zuständigen Partner oder Kollegen", knbr
"einen Sachbearbeiter zu wählen", kdsv
"einen Sachbearbeiter zu wählen", rchn
"einfach aufgelegt eine Unverschämtheit", noap
"ich bin überhaupt nicht verbunden worden mit einem Berater", untr
"angerufen ich bin ich habe zwei Mal angerufen und bin überhaupt an keinen Berater gekommen", untr
"ich  man hat dann  das Telefon Gespräch einfach  bevor ich etwas sagen konnte einfach aufgehört ja", noap
"ich hatte noch kein Gespräch mit dem Service Center zweitens  bin ich eine drei viertel Stunde in der Warteschleife gehangen und bin jetzt raus geworfen worden und ich möchte jetzt gern mal jemanden sprechen von ihrer Abteilung", untr
"ich hatte noch kein Gespräch mit dem Service Center zweitens  bin ich eine drei viertel Stunde in der Warteschleife gehangen und bin jetzt raus geworfen worden und ich möchte jetzt gern mal jemanden sprechen von ihrer Abteilung", noap
"genau war nicht so wie ich es mir gewünscht hab ich bin gar kniet verbunden worden", knbr
"bis zur nächsten Umschaltung gemacht worden von DSL auf DSL sechzehn bis achtzehn Uhr sollte der Anschluss fertig sein  ich hab  gestern gemeldet  ab achtzehn Uhr erst ein und zwanzig Uhr bin ich durchgekommen weil laufend besetzt war und jetzt soll ich angeblich wieder heute bis ein und zwanzig Uhr warten damit ich telefonieren kann und mein Telefon benutzen kann es sind für mich erhöhte Kosten wenn ihre Techniker das nicht in die Reihe kriegen das Ordnungs gemäß und sachgemäß zu machen danke schön", kdsv
"bis zur nächsten Umschaltung gemacht worden von DSL auf DSL sechzehn bis achtzehn Uhr sollte der Anschluss fertig sein  ich hab  gestern gemeldet  ab achtzehn Uhr erst ein und zwanzig Uhr bin ich durchgekommen weil laufend besetzt war und jetzt soll ich angeblich wieder heute bis ein und zwanzig Uhr warten damit ich telefonieren kann und mein Telefon benutzen kann es sind für mich erhöhte Kosten wenn ihre Techniker das nicht in die Reihe kriegen das Ordnungs gemäß und sachgemäß zu machen danke schön", noap
"das mit dem Sprechdings scheiße ist", noap
"ich hab  überhaupt nicht gesprochen mit dem Typ der hat ja direkt aufgelegt oder was ist jetzt hier los Mann  peinlich peinlich", noap
"Störungs Stelle hat mich nicht ernst genommen hat mich abgewürgt und an einen Disponenten  verbunden bei dem ich falsch war der mir aber zum Schluss doch geholfen hat", strg
"gar nicht ich wurde gar nicht zum Service Berater durchgestellt", untr
"das Gespräch war noch nicht beendet", knbr
"mir wurde gesagt ich solle etwas warten und dann würde ich  Bescheid bekommen über meine Frage ich habe zehn Minuten gewartet und es ist nichts passiert außer dem Pause Zeichen", knbr
"sehr sehr  na  die war  gut war", kmpt
"ich wollte eine Störung anmelden und die Dame am Telefon hat mich einfach ab gewimmelt weil ich keine Kunden Nummer hätte", strg
"ich wollte eine Störung anmelden und die Dame am Telefon hat mich einfach ab gewimmelt weil ich keine Kunden Nummer hätte", kmpt
"bin nicht ich bin nicht durchgestellt worden ich kam gleich zu dieser Befragung", knbr
"keine genaue Angabe aufgelegt einfach aufgelegen", noap
"ich sollte mit einem Service Mitarbeiter verbunden werden stattdessen kommt gleich die Abfrage ein Service Mitarbeiter war bis jetzt noch kniet am Telefon", untr
"niemand hat irgendwas gesagt und  die haben nur dort mit die Kollege Kollegin gesprochen und niemand hat mich irgendwie beantwortet nicht mal hallo gesagt aber ich hab gehört das die mit  den nebenbei sitzenden Kollegin oder Kollege Witze gemacht haben oder gequatscht haben das ist alles", noap
"alten Tarif nicht mehr zurück bekommen habe mir wurde versprochen der alte Vertrag wenn ich  nicht zufrieden bin mit dem Tele relax ein hundert bekomme ich meinen Vertrag zurück nun ist das nicht mehr möglich ich erwäge meinen alten Vertrag zurück oder ich bin im März bei einem anderen Anbieter", kdsv
"ja hallo   ich bin unzufrieden weil ich als als Kunde von  Home nicht den neuen Vertrag nicht auf den neuen Vertrag umstellen kann von neun und dreißig fünf und neunzig und immer noch bei dem alten Vertrag bleiben muss", kdsv
"es ist keine Verbindung zustande gekommen man hat mich einfach  aufgehängt", knbr
"es hat kein Gespräch stattgefunden bin nicht vermittelt worden", untr
"ich erreich keinen Teilnehmer der mit mir spricht", untr
"die Dame hat mir gesagt das die Tickets geschlossen sind das keine Fehler Meldung drin ist das ich das heute erst gemeldet hab der Fehler ist seit Samstag dem vierzehnten also vier Tage ist eine Frechheit über diese Aussage es gibt keine Rückrufe es ist katastrophal mit ihrem Service und die Dame die eben dran war die hat nur ganz knapp die Kurve gekriegt indem sie mir eine Telefonnummer gegeben hat weil ich nach gebohrt hab nach gebohrt hab ansonsten ist dieser Service absolute Scheiße", strg
"die Dame hat mir gesagt das die Tickets geschlossen sind das keine Fehler Meldung drin ist das ich das heute erst gemeldet hab der Fehler ist seit Samstag dem vierzehnten also vier Tage ist eine Frechheit über diese Aussage es gibt keine Rückrufe es ist katastrophal mit ihrem Service und die Dame die eben dran war die hat nur ganz knapp die Kurve gekriegt indem sie mir eine Telefonnummer gegeben hat weil ich nach gebohrt hab nach gebohrt hab ansonsten ist dieser Service absolute Scheiße", noap
"ja ich find  irgendwie unmöglich das man  keine exakten Auskünfte über das  phone bekommt und auch das  phone nicht  vorbestellen kann wenn ich  schon genau weiß was ich will  ich bin besser informiert wie ihre Service Mitarbeiter", kdsv
"ja ich find  irgendwie unmöglich das man  keine exakten Auskünfte über das  phone bekommt und auch das  phone nicht  vorbestellen kann wenn ich  schon genau weiß was ich will  ich bin besser informiert wie ihre Service Mitarbeiter", kmpt
"warte  und  Telefon funktioniert immer noch nicht und unklar wann das wieder geregelt wird", noap
"warte  und  Telefon funktioniert immer noch nicht und unklar wann das wieder geregelt wird", knbr
"sie haben hier alles meine Geschäfte kaputt gemacht sie haben hier meine ausgeschaltet falsche Adresse bitte helfen sie mir", noap
"Kundenberater war unfreundlich", kmpt
"es wurde mir die falsche Telefonnummer gegeben und keine Auskunft gegeben", noap
"ich komm nicht durch nein das sind ewige Warteschleifen", noap
"ich komm nicht durch nein das sind ewige Warteschleifen", knbr
"na erst Mal war die Mitarbeiterin völlig lustlos  unmotiviert uns bei den Problemen hier zu helfen und  wollte mich dann an eine andere kostenpflichtige Hotline  leiten oder nicht  leiten wollte mir dann die Nummer einer kostenpflichtigen Hotline geben", kmpt
"Rechnung einfach zu hoch ich habe drei Kinder die haben  zwei Handy und es  mir immer gesagt ich solle relax ein hundert machen  deswegen bin ich da unzufrieden", kdsv
"ich wurde mit ihrem   Mitarbeiter einfach unterbrochen und dann kam hier diese  die Telefon  Durchsage auf mich zu wir waren noch gar nicht fertig mit unserem Gespräch", noap
"Tarife", kdsv
"das ist bestimmt mein vierter Anruf bei ihnen heute und ich konnte mit niemandem über dieses Problem sprechen das mein Auftrag nicht ausgeführt wurde und das Gespräch unterbrochen wurde und man nicht zuständig war und  tja das nächste was ich mache ich muss in irgendeinen Laden gehen weil ich anscheinend mit niemandem sprechen kann obwohl ich jetzt gleich noch mal versuchen werde anzurufen  das Gespräch gerade war  gelegt werden sollte und mich erreichen sie unter null eins sieben sechs sechs sieben neun acht sechs null  acht null eins sieben sechs sechs sieben neun acht sechs null  acht vielen Dank", knbr
"das ist bestimmt mein vierter Anruf bei ihnen heute und ich konnte mit niemandem über dieses Problem sprechen das mein Auftrag nicht ausgeführt wurde und das Gespräch unterbrochen wurde und man nicht zuständig war und  tja das nächste was ich mache ich muss in irgendeinen Laden gehen weil ich anscheinend mit niemandem sprechen kann obwohl ich jetzt gleich noch mal versuchen werde anzurufen  das Gespräch gerade war  gelegt werden sollte und mich erreichen sie unter null eins sieben sechs sechs sieben neun acht sechs null  acht null eins sieben sechs sechs sieben neun acht sechs null  acht vielen Dank", noap
"heute sollte nach sechzehn Uhr ein Techniker vorbeikommen  weder ist dieser Techniker bislang erschienen noch habe ich am Telefon die Beratung bekommen es wurde noch nicht mal das Gespräch beendet es wurde einfach aufgelegt", kdsv
"heute sollte nach sechzehn Uhr ein Techniker vorbeikommen  weder ist dieser Techniker bislang erschienen noch habe ich am Telefon die Beratung bekommen es wurde noch nicht mal das Gespräch beendet es wurde einfach aufgelegt", knbr
"die Telekom hält sich an keinerlei Termin Absprachen", noap
"der Berater hat mich scheinbar nicht verstanden und hat einfach das Gespräch beendet ohne e Zwischenfragen obwohl wir uns hier im Interview gut miteinander verstanden haben das ist komisch", noap
"oder versucht hat zu erklären", kmpt
"ich habe überhaupt kein Gespräch gehabt wie kann ich da zufrieden sein", untr
"ich habe überhaupt keine Verbindung zum Service gehabt und mit keinem Service  Angestellten gesprochen bin direkt  zu ihnen  geleitet worden", untr
"das ich über   das ich fast eine halbe Stunde in der Warteschleife gehangen habe", noap
"das war", knbr
"das Ergebnis des Gesprächs  und zwar ging es um eine mindest Vertrags Laufzeit  ein Schreiben das ich im letzten Jahr gesandt hatte lag nicht vor  mit dem ich Widerspruch gegen meine Vertrags Laufzeit eingelegt hatte und insofern bin ich natürlich mit dem Gespräch  unzufrieden  außerdem muss ich bis zum Ende der mindest Vertrags Laufzeit den ursprünglich gewählten Tarif durchzahlen und damit bin ich auch nicht zufrieden", kdsv
"das ist eine Unverschämtheit das man über eine halbe Stunde auf einen Berater warten muss das man mal verbunden wird", noap
"mein Gesprächs Partner war plötzlich weg ohne das ich das Gespräch beenden konnte", noap
"((meine) Frage hin letztendlich  wurde nicht zufrieden stellend beantwortet beziehungsweise das was  ich eigentlich wollte ist hier nicht beantwortet worden und  als null und nichtig erklärt worden also meine Frage die ich hatte war  offensichtlich nicht  möglich von der Telekom wobei ich nicht verstehe warum und die Erklärungs Weise die Erklärung die ich bekommen habe ist für mich eigentlich mangelhaft", noap
"ja und zwar ich möchte meinen Tarif den ich meinen Telefon Anschluss haben und nicht DSL und laufend wird mir hier eine eine Auftrags Bestätigung für DSL oder irgendwelche Tarife hier übermittelt ich habe nie was bestellt und beauftragt und möchte meinen alten Telefon Anschluss wieder haben ansonsten werde ich kündigen bei ihnen", kdsv
"das die Leute immer gleich auflegen", knbr
"ja   der Anruf wird aufgebaut und seitdem klingelt das Telefon auf der anderen Seite ist auch besetzt da wollt ich den Herrn fragen ob man da nun  abschalten kann", kdsv
"ja   der Anruf wird aufgebaut und seitdem klingelt das Telefon auf der anderen Seite ist auch besetzt da wollt ich den Herrn fragen ob man da nun  abschalten kann", kdsv
"man wird immer vertröstet man wird immer  gegeben man soll sich doch bitte später melden  es wird sich um nichts gekümmert und Termine werden nicht eingehalten danke schön", noap
"man wird immer vertröstet man wird immer  gegeben man soll sich doch bitte später melden  es wird sich um nichts gekümmert und Termine werden nicht eingehalten danke schön", kmpt
"ich bin nicht mit dem Service  Bearbeiter  verbunden worden ohne irgendwelche Gründe angeblich ist der Telefon Anschluss im Augenblick nicht besetzt aber dann muss man mindestens  vermittelt werden und das ist mangelhaft", untr
"ja war schon okay aber er hat einfach aufgelegt  ohne tschüss zu sagen nicht Unverschämtheit", noap
"ich habe keinen Techniker Termin bekommen", kdsv
"die Beraterin konnte mir keine Antwort geben sie hat das Telefon einfach aufgelegt", noap
"ich wurde einfach abgebrochen", knbr
"weiß ob ich angemeldet bin oder nicht", noap
"und am Ende bin ich auch noch aus der Leitung geflogen  ich habe die Störungs Stelle angerufen die hat sich für nichts zuständig erklärt hat mich an die Beratung verwiesen die Beratung hat gesagt ich verbinde sie mit der Störungs Stelle das ist dann aber nach zwanzig Minuten gescheitert so ist das", kmpt
"und am Ende bin ich auch noch aus der Leitung geflogen  ich habe die Störungs Stelle angerufen die hat sich für nichts zuständig erklärt hat mich an die Beratung verwiesen die Beratung hat gesagt ich verbinde sie mit der Störungs Stelle das ist dann aber nach zwanzig Minuten gescheitert so ist das", strg
"die Beratung war nicht ausführlich genug das heißt also die Dame hat mich nicht so beraten wie ich es erforderlich hielt beziehungsweise wie ich es mir erwünscht hätte ich hatte vor zwei Jahren einen Berater der war also viel kompetenter und hat mir also auch viel besser  geholfen", kmpt
"erst ein mal möchte ich ihnen sagen das es eine Unverschämtheit ist einen Kunden  bekommt man auch noch eine unverschämte Antwort", noap
"erst ein mal möchte ich ihnen sagen das es eine Unverschämtheit ist einen Kunden  bekommt man auch noch eine unverschämte Antwort", kmpt
"ich wurde nicht  verbunden an den Vorgesetzten zur Klärung eines Problems das hier besteht", noap
"es hat nichts funktioniert ich fliege jetzt das zehnte Mal aus der Leitung sie sind nicht in der Lage den Auftrag anzunehmen und zu bearbeiten kassieren dafür aber ordentlich Geld das ist nicht in Ordnung ihre Mitarbeiter die Gespräche fliegen raus und damit bin ich nicht zufrieden", knbr
"es hat nichts funktioniert ich fliege jetzt das zehnte Mal aus der Leitung sie sind nicht in der Lage den Auftrag anzunehmen und zu bearbeiten kassieren dafür aber ordentlich Geld das ist nicht in Ordnung ihre Mitarbeiter die Gespräche fliegen raus und damit bin ich nicht zufrieden", kdsv
"also nicht verstanden und die sind unfreundlich man versteht nicht was sie sagen und trotzdem sind sie sauer und unfreundlich sie geben nicht Zeit für den Kunden zu verstehen was was sie meinen", kmpt
"überhaupt nicht  ich wurde überhaupt nicht verbunden hallo", knbr
"na das war deshalb weil die", noap
"ich ruf jetzt das vierte Mal an und jedes Mal wird mir etwas anderes erzählt und jetzt ist das Gespräch unterbrochen jetzt hab ich wieder eine halbe Stunde mit einem Kollegen gesprochen das kann nicht möglich sein", kmpt
"ich ruf jetzt das vierte Mal an und jedes Mal wird mir etwas anderes erzählt und jetzt ist das Gespräch unterbrochen jetzt hab ich wieder eine halbe Stunde mit einem Kollegen gesprochen das kann nicht möglich sein", knbr
"und die wird mir jetzt verweigert unter Hinweis auf eine Weiterleitung auf eine kostenpflichtige Leitung bei der Talkline", kdsv
"nein", noap
"die Beraterin hat nach einer kurzen Diskussion einfach aufgelegt und ging nicht auf meine Wünsche ein", noap
"die Beraterin hat nach einer kurzen Diskussion einfach aufgelegt und ging nicht auf meine Wünsche ein", kmpt
"ich bin  direkt aus der Warteschleife zur Bewertung gestellt worden ohne das ich überhaupt mit einem Mitarbeiter gesprochen habe  ich bin hier eine Mitarbeiterin der deutschen Telekom und ich muss sagen also man sagt nicht mehr gerne wo man arbeitet weil alles überhaupt nicht funktioniert und ich sitze hier in der Berliner  Allee und hab hier eine Störung an meinem Telefon und es ist nicht möglich ich brauch über eine Stunde um hier mal eine Lösung zu kriegen ich bitte um dringenden Rückruf null sieben sechs eins acht acht null sechs eins null fünf und probier gleich wieder also bitte das muss sich deutlich verbessern danke", untr
"ich bin  direkt aus der Warteschleife zur Bewertung gestellt worden ohne das ich überhaupt mit einem Mitarbeiter gesprochen habe  ich bin hier eine Mitarbeiterin der deutschen Telekom und ich muss sagen also man sagt nicht mehr gerne wo man arbeitet weil alles überhaupt nicht funktioniert und ich sitze hier in der Berliner  Allee und hab hier eine Störung an meinem Telefon und es ist nicht möglich ich brauch über eine Stunde um hier mal eine Lösung zu kriegen ich bitte um dringenden Rückruf null sieben sechs eins acht acht null sechs eins null fünf und probier gleich wieder also bitte das muss sich deutlich verbessern danke", strg
"die Umgangsformen dieses Mannes waren unverschämt", kmpt
"meine zwei Handys sollten freigeschaltet werden das konnte der Mann sich nicht erklären  und da soll die Karte Schuld sein da ist das Handy Schuld der Zugang kommt immer T-Mobile und der müsste ja verschwinden ich hab mit T-Mobile nicht zu tun aus dem Grund hab ich ja gekündigt bei T-Mobile weil da immer Scheiße läuft", noap
"meine zwei Handys sollten freigeschaltet werden das konnte der Mann sich nicht erklären  und da soll die Karte Schuld sein da ist das Handy Schuld der Zugang kommt immer T-Mobile und der müsste ja verschwinden ich hab mit T-Mobile nicht zu tun aus dem Grund hab ich ja gekündigt bei T-Mobile weil da immer Scheiße läuft", kmpt
"einfach mitten im Gespräch unterbrochen zu werden", noap
"mit dem   Xtra bin ich nicht zufrieden weil ich es jedes Mal neu einstellen muss danke", kdsv
"es war nicht in Ordnung das ich einfach weggedrückt worden bin obwohl es noch gar nicht zu einem Gespräch kam", untr
"ich wurde in die Warteleitung gestellt und dann wurde der Anruf beendet  mir wurde nicht geholfen", knbr
"drei Mal Gesprächs Abbruch dann eine Wartezeit von circa eine Minute beim vierten Mal es hat sich jemand gemeldet und wieder Gesprächs Abbruch", knbr
"weil ich das mit der Sprache nicht verstehe und  es ist doof", noap
"mein Name ist   guten Tag ich bin von ihrer  Sekretariat überhaupt nicht  geleitet worden das heißt mein Problem ist überhaupt gar nicht angekommen  ohne Problem Lösung wie gesagt  bin ich wieder zurück in diese Zufriedenheits Abfrage außerdem ist mein Problem schon seit heute Morgen um zehn Uhr jetzt ist es mittlerweile neunzehn Uhr dreißig noch nicht beendet  der versprochene Rückruf ist nicht erfolgt alles in allem die glatte Note sechs also die fünf  oder sechs ich kann nur sagen mit so einem Service kann die Telekom  die Zukunft vergessen schönen Dank auf Wiederhören", knbr
"mein Name ist   guten Tag ich bin von ihrer  Sekretariat überhaupt nicht  geleitet worden das heißt mein Problem ist überhaupt gar nicht angekommen  ohne Problem Lösung wie gesagt  bin ich wieder zurück in diese Zufriedenheits Abfrage außerdem ist mein Problem schon seit heute Morgen um zehn Uhr jetzt ist es mittlerweile neunzehn Uhr dreißig noch nicht beendet  der versprochene Rückruf ist nicht erfolgt alles in allem die glatte Note sechs also die fünf  oder sechs ich kann nur sagen mit so einem Service kann die Telekom  die Zukunft vergessen schönen Dank auf Wiederhören", noap
"die Dame hat sich einfach wortlos ausgeklickt nichts gesagt ich komme wieder gar nichts einfach weg", noap
"ich habe ich habe keine Auskunft bekommen und warte das ich wieder zurück verbunden werde für eine ordentliche Auskunft", knbr
"eine halbe Stunde zu warten am Telefon dann nimmt jemand ab es wird nichts gesagt und einfach aufgelegt", noap
"eine halbe Stunde zu warten am Telefon dann nimmt jemand ab es wird nichts gesagt und einfach aufgelegt", noap
"warum werd ich warum werde ich weggedrückt einfach  was ist denn das für ein Scheiß", knbr
"und dann  wie viel ich bezahlt habe", noap
"äußerst zufrieden", noap
"der Berater war unfreundlich", kmpt
"ich hab noch gar kein Gespräch geführt wieso befragen sie mich denn jetzt eigentlich", untr
"ja die Alte stinkt  nach Fisch Alter  ja mach mal hin da", noap
"zehn Minuten auf ihren  kam gar nichts mehr und jetzt sagen sie ich hätte ein Gespräch gehabt es war überhaupt kein Mensch am Telefon", noap
"Frechheit das das ist eine Frechheit das der Mitarbeiter einfach auflegt", noap
"noch kein ich hatte noch kein Berater Gespräch ich bin gleich  gestellt worden ich möchte einen Berater sprechen", untr
"fünfzehn Minuten warten viel zu lange ihr habt doch wohl einen Schuss Mädels", noap
"ich rufe jetzt zum zweiten Mal an zum zweiten Mal bin ich aus der Leitung geschmissen worden und es ist mein Antrag und meine Fürsprache immer noch nicht aufgenommen worden", knbr
"ich bin in der Warteschleife und warte auf eine Antwort und kriege keine und höre jetzt das Gespräch ist beendet  das ist saumäßig", knbr
"Wiederholung ich weiß nicht ob das jetzt auch funktioniert also womit ich nicht zufrieden bin ist einfach das die liebe Kollegin nicht eine einzige Frage die ich ihr gestellt hab es waren zwei oder drei  und da wurde selbst gesagt als  als meine Freundin und ich die uns angeschafft haben  ja da bin ich nicht mal gefragt worden  das hab ich glaub ich online gemacht das  so was und die Kollegin die die wissen gar nicht das es das Produkt überhaupt gibt", kmpt
"Wiederholung ich weiß nicht ob das jetzt auch funktioniert also womit ich nicht zufrieden bin ist einfach das die liebe Kollegin nicht eine einzige Frage die ich ihr gestellt hab es waren zwei oder drei  und da wurde selbst gesagt als  als meine Freundin und ich die uns angeschafft haben  ja da bin ich nicht mal gefragt worden  das hab ich glaub ich online gemacht das  so was und die Kollegin die die wissen gar nicht das es das Produkt überhaupt gibt", kdsv
"Berater gibt einen immer  das stört mich", noap
"eine Antwort keine Antwort auf meine Störung bekommen wie lange das jetzt noch dauert so einen schlechten Kundenservice ist echt miserabel", strg
"einfach unterbrochen worden und das Gespräch war beendet und sollte jetzt  mein meine Meinung abgeben", knbr
"ja und  ich kann nicht zufrieden sein weil der Kollege aufgelegt hat ohne etwas zu sagen", noap
"ich hatte nur eine Frage warum der Teilnehmer sich nicht meldet wenn ich  das er zurückrufen sollte mehr wollte ich gar nicht wissen", kdsv
"mein Wunsch konnte nicht ausgeführt werden", noap
"weil ich die SMS Option  haben wollte der Sprachcomputer aber diese nicht nehmen wollte und ich so kostenpflichtig zu einem Kundenberater verbunden werde und  ich das nicht einsehe extra neun Cent zu bezahlen   darauf hin hab ich Option SMS Option  genommen diese nur T-Mobile aber ist auch egal das passt dann auch wenn es geändert werden könnte könnte man mich ja dann auch eventuell gegebenenfalls zurückrufen wäre sehr nett", kdsv
"weil ich die SMS Option  haben wollte der Sprachcomputer aber diese nicht nehmen wollte und ich so kostenpflichtig zu einem Kundenberater verbunden werde und  ich das nicht einsehe extra neun Cent zu bezahlen   darauf hin hab ich Option SMS Option  genommen diese nur T-Mobile aber ist auch egal das passt dann auch wenn es geändert werden könnte könnte man mich ja dann auch eventuell gegebenenfalls zurückrufen wäre sehr nett", noap
"die Anruferin war sehr patzig und  sehr autoritär", kmpt
"wurde unterbrochen von dem Zeug hier", knbr
"es gab keine Klärung des Problems", noap
"ich hab gesagt mein Onkel heißt auch Jörg und der hat einfach aufgelegt fertig", noap
"das kann ich ihnen sagen wenn ich eine Auskunft haben will dann will ich nicht am Ende hören diese Nummer ist nicht vergeben dabei wollte ich nur  meiner Rechnung was wissen das ist doch Scheiße was sie liefern", rchn
"ich musste für eine kleine Auskunft zwanzig Minuten in der Warteschleife warten das ist eine unzumutbare Zustand", noap
"ich habe  einen Verlängerungs Vertrag  abgeschlossen bei ihnen  und da wurde mir ein Aral Gutschein  versprochen der in Kürze nachgeliefert werden sollte dieser Gutschein ist bis heute nicht angekommen  ich habe mir schon die Finger wund   telefoniert und  kein Mensch kann mir hier Auskunft geben  wo  ich anrufen kann ich habe mehrere Telefonnummern bekommen wo keiner abnimmt sondern wo erscheint kein Anschluss unter dieser Nummer also ich fühl mich irgendwie so ein bisschen veralbert von ihrer Telefon Gesellschaft", kdsv
"ich habe  einen Verlängerungs Vertrag  abgeschlossen bei ihnen  und da wurde mir ein Aral Gutschein  versprochen der in Kürze nachgeliefert werden sollte dieser Gutschein ist bis heute nicht angekommen  ich habe mir schon die Finger wund   telefoniert und  kein Mensch kann mir hier Auskunft geben  wo  ich anrufen kann ich habe mehrere Telefonnummern bekommen wo keiner abnimmt sondern wo erscheint kein Anschluss unter dieser Nummer also ich fühl mich irgendwie so ein bisschen veralbert von ihrer Telefon Gesellschaft", noap
"der Bearbeitungs Stand seit Ende Januar bis heute", noap
"sie haben mich falsch verstanden es war hervorragend", noap
"ich wurde von der Kundenbetreuung auf die zwei tausend über verwiesen wegen einer Störung und Telefon abstellen diese Person legte einfach auf und ließ mich ohne Antwort man wollte mir einfach keine Auskunft geben also sehr unzufrieden die Dame", strg
