@relation eacciTranscripts
@attribute transcript string
@attribute class {kdsv,kmpt,knbr,untr,noap}
@data
"ich versuche seit einem halbe Jahr den Anschluss zu kriegen und zwar von analog auf ein ISDN und jedes Mal  wird da irgendwas erzählt es kommt immer  Hörer und so  kommen tut keiner und ich hab jetzt seit Donnerstag kein Telefon mehr und   wenn das jetzt so geht geht das an die Bildzeitung", kdsv
"mir ist nicht so geholfen worden dass mein Problem gelöst werden konnte ich  Emails von einem  Team was ich nicht erreichen kann und die Servicemitarbeiterin kannte mir auch nicht helfen somit häng ich in der Luft", kdsv
"der ganze", noap
"der Mitarbeiter ist vollkommen unkompetent und konnte mir überhaupt nicht helfen", kmpt
"der  ups der Mitarbeiter war nicht kundenorientiert und er hat mir nicht die Information gegeben die ich gewünscht habe", noap
"der Mitarbeiter wusste mir nicht ein Auskünfte zu erteilen und war  völlig  Einruf Weiterleitungen einrichten kann diese Nummer wollt ich von ihm haben und sie waren ihm nicht bekannt auf Nachfrage wie er denn heißt hat er mich   ins Menü weggedrückt", kdsv
"der Mitarbeiter wusste mir nicht ein Auskünfte zu erteilen und war  völlig  Einruf Weiterleitungen einrichten kann diese Nummer wollt ich von ihm haben und sie waren ihm nicht bekannt auf Nachfrage wie er denn heißt hat er mich   ins Menü weggedrückt", kmpt
"der Mitarbeiter wusste mir nicht ein Auskünfte zu erteilen und war  völlig  Einruf Weiterleitungen einrichten kann diese Nummer wollt ich von ihm haben und sie waren ihm nicht bekannt auf Nachfrage wie er denn heißt hat er mich   ins Menü weggedrückt", untr
"das Problem kann erst in eine Woche ungefähr gelöst werden das ist unglaublich schlecht", noap
"obwohl ich einen Service gebucht habe für innerhalb acht Stunden meinen  DSL Anschluss wieder instand setzen sollte es  die Fehler behob ist vier und zwanzig Stunden vergangen und der Fehler ist immer noch nicht behoben da bin ich natürlich unzufrieden", kdsv
"das ganz Handling mit dem Freischalten von dem Handy von T-Mobile ist eine Katastrophe mit dem  die Internetseite stimmt aktuell nicht der arme Berater kann einem nicht helfen verweist einen auf den nächsten Tag", kdsv
"sporadisches Problem bei der Telefonleitung und das Problem konnte nicht behoben werden", kdsv
"der Berater war der Berater war sehr kurz angebunden auch   deswegen werd ich wahrscheinlich jetzt gleich einen anderen Berater anrufen ich bedanke mich dann noch mal", kdsv
"der Berater war der Berater war sehr kurz angebunden auch   deswegen werd ich wahrscheinlich jetzt gleich einen anderen Berater anrufen ich bedanke mich dann noch mal", kmpt
"das Gespräch wurde einfach unterbrochen durch Ihre Nachfrage", untr
"guten Tag ein technisches Problem wurde nicht gelöst und ich wurde  entweder absichtlich unabsichtlich aus der Leitung entfernt und  mein paar Probleme liegen woanders und mir ist nicht geholfen und ich hab hier einen Vertrag und zahl da einen Haufen Geld und weiß nicht was machen aber ich probier noch mal bei Ihnen auf der Hotline", untr
"ich hatte Probleme mit der Bank Software hab eine Frage dazu bin gereicht worden und natürlich wie immer oder wie sehr oft hat sich damit das Gespräch erledigt ich bin sehr unzufrieden", kdsv
"er hat einfach aufgelegt", untr
"ich hatte nicht die Aufmerksamkeit meines Beraters der entweder nicht geantwortet hat oder sich lieber mit Kollegen unterhalten hat", knbr
"Auftrag ging nicht durch Gespräch war einfach beendet", knbr
"schlechte mangelnde Beratung", kmpt
"Ihr Kundenberater hat aufgelegt", untr
"ich hab eine Frage zu meiner Auftragsbestätigung gestellt und zwar wann mein Widerrufsrecht die Frist für mein Widerrufsrecht ausläuft und das wurde mir nicht beantwortet plötzlich war der Anruf weg", kdsv
"ich hab eine Frage zu meiner Auftragsbestätigung gestellt und zwar wann mein Widerrufsrecht die Frist für mein Widerrufsrecht ausläuft und das wurde mir nicht beantwortet plötzlich war der Anruf weg", knbr
"aufgrund der langen Geduld die ich dieses Problem bereits aufgebracht hab sprich seit über einer Woche kein ISDN Anschluss hätt ich ein bisschen mehr Entgegenkommen bei einer Terminvereinbarung im Servicecenter nun  denn nach einer Wochen endlich mal zustande gekommen ist erwartet", kdsv
"aufgrund der langen Geduld die ich dieses Problem bereits aufgebracht hab sprich seit über einer Woche kein ISDN Anschluss hätt ich ein bisschen mehr Entgegenkommen bei einer Terminvereinbarung im Servicecenter nun  denn nach einer Wochen endlich mal zustande gekommen ist erwartet", kdsv
"das  sind die versprochenen Leistungen zunächst nicht erbracht worden bisher mir ist ein Anschluss  zugesagt worden der zunächst freigeschaltet werden sollte und es hat sich herausgestellt dass der Mitarbeiter der das damals aufgenommen hat dies nicht ordnungsgemäß gemacht hat und jetzt bin ich nur am Telefonieren mit der Telekom und kann bisher leider nicht erreichen dass das ordnungsgemäß freigeschaltet wird Dankeschön", kdsv
"das  sind die versprochenen Leistungen zunächst nicht erbracht worden bisher mir ist ein Anschluss  zugesagt worden der zunächst freigeschaltet werden sollte und es hat sich herausgestellt dass der Mitarbeiter der das damals aufgenommen hat dies nicht ordnungsgemäß gemacht hat und jetzt bin ich nur am Telefonieren mit der Telekom und kann bisher leider nicht erreichen dass das ordnungsgemäß freigeschaltet wird Dankeschön", kmpt
"Komfortdienste wurden nicht richtig gelöscht irgendwie hat die Spracherkennung nicht richtig funktioniert das ist es", kdsv
"ja eine verständliche Information über das Ganze wir  uns also im Kreis wir haben jetzt schon mit fünf oder sechs verschiedenen Personen telefoniert und wurden durchgemessen aber wir kommen zu keinem Ergebnis wo es denn nur dran liegt", kdsv
"zunächst einmal bin ich seit sehr langer Zeit Kunde bei der Telekom sowohl T-Mobile als auch mit meinem Telefon also bei der T-Com oder T-Home jetzt ich hab ein Entertain Anschluss  hab alles mögliche immer von der Telekom gehabt aus Gründen weil der Service mich immer sehr überzeugt hat wenn man angerufen hat da wurde man korrekt beraten und alles war einwandfrei doch sowohl bei T-Home als auch jetzt bei T-Mobile bin ich mit dem Service ganz und gar nicht mehr zufrieden  leider würde es die Zeit von sechzig Sekunden komplett sprengen um diese Unzufriedenheit auszudrücken doch das Entgegenkommen des Beraters mit dem ich grad vorhin gesprochen hab hat nicht dem entsprochen  das meiner Vorstellung entspricht", noap
"ich versuche jetzt seit vierzehn Tagen ein Telefon zu kriegen und von meiner alten Adresse nach meiner neuen Adresse hin und ich hab schon seit einer Woche kein Telefon mehr ich habe schon siebenmal angerufen bei Euch und da tut sich nichts ich werd in die Warteschleife gesetzt aber vielleicht dass ich nach einem andern Anbieter gucke und dass es mir dann doch besser gefällt", kdsv
"ich versuche jetzt seit vierzehn Tagen ein Telefon zu kriegen und von meiner alten Adresse nach meiner neuen Adresse hin und ich hab schon seit einer Woche kein Telefon mehr ich habe schon siebenmal angerufen bei Euch und da tut sich nichts ich werd in die Warteschleife gesetzt aber vielleicht dass ich nach einem andern Anbieter gucke und dass es mir dann doch besser gefällt", knbr
"ich bin nicht zufrieden weil ich zehn Minuten in der Warteschleife hing und dann jetzt einfach nur diese Zufriedenheits Abfrage bekomme ich konnte mein Problem nicht loswerden", kmpt
"ich bin nicht zufrieden weil ich zehn Minuten in der Warteschleife hing und dann jetzt einfach nur diese Zufriedenheits Abfrage bekomme ich konnte mein Problem nicht loswerden", knbr
"unqualifizierte und unverschämte Äußerungen aus dem  Office", kmpt
"mein Problem mein Problem wurde nicht behoben", noap
"ich kann mit mein Handy kein SMS schicken es geht nicht dann heißt es laufend dass ich Sie anrufen soll dann hab ich jemand dran und der sagt dann Handy ausschalten wieder da hab ich  mein   Kunden Kontonummer genannt  mein Kartennummer kann ich ja nicht sagen weil die hab ich ja in mein Handy", kdsv
"ich hab die Dame mit der ich gesprochen hab um Ihren Namen gebeten und sie hat dann einfach aufgelegt das find ich einfach eine Zumutung dafür dass ich im Schnitt im Monat rund zwo hundert fünfzig Euro an Sie zahle ist es einfach unterirdisch und da werd ich jetzt den Anbieter wechseln", untr
"die  dauert einfach zu lange", kmpt
"Ihre Mitarbeiter in im Callcenter Frau  legt einfach auf", untr
"nach dem fünften Anruf immer noch nicht gekommen", noap
"das Gespräch mit dem Kundenberater hat gar nicht stattgefunden ich warte jetzt die ganze Zeit schon und hör nur Gemurmel im Hintergrund aber verbunden worden bin ich nicht", knbr
"zufrieden bin oder nicht aber ja na ist also das  richtig falsch gegangen", knbr
"zufrieden bin oder nicht aber ja na ist also das  richtig falsch gegangen", kmpt
"erstens erstens dass ich dreißig Minuten warten muss bis ich endlich einen Mitarbeiter habe zweitens Eure Mitarbeiter sind unfreundlich drittens Eure Mitarbeiter sind nicht zielorientiert und  sie müssen immer irgendwelche tausend Nachfragen stellen die völlig unqualifiziert sind", kmpt
"erstens erstens dass ich dreißig Minuten warten muss bis ich endlich einen Mitarbeiter habe zweitens Eure Mitarbeiter sind unfreundlich drittens Eure Mitarbeiter sind nicht zielorientiert und  sie müssen immer irgendwelche tausend Nachfragen stellen die völlig unqualifiziert sind", kmpt
"dann war ich  hat achtzehn Minuten in der Warteschleife und werde von einem Operator direkt auf diese Ansage verbunden hat ist eine ziemliche Unverschämtheit", kmpt
"dann war ich  hat achtzehn Minuten in der Warteschleife und werde von einem Operator direkt auf diese Ansage verbunden hat ist eine ziemliche Unverschämtheit", knbr
"ja ich hab hier jetzt mit sechs Mitarbeitern sprechen dürfen und bin schon wieder aus der Leitung geflogen ich find das unmöglich und gar nicht zufriedenstellend", untr
"es ist unmöglich ich habe hier zwanzig Minuten gewartet gar kein Gespräch bekommen und jetzt soll ich es bewerten was soll ich da sagen es ist Quatsch entweder es geht jetzt jemand ran  ja oder bin hier hilflos oder was Kunde auf Abruf  Rechnungen einfach schreiben abbuchen fertig das kann nicht sein also ich bin einfach nur verärgert vielleicht hab ich die Möglichkeit im Laufe des Tages wenn ich sehr viel Zeit habe irgendwann jemand ans Telefon zu kriegen anstatt hier nur Musik zu hören frage ich mich was das hier soll vielleicht geht langsam mal hier  die Leute haben anschließend noch was anderes zu tun als hier nur am Telefon zu sitzen ist das hier Strategie Psychologie oder weiß ich nicht was ist ja unmöglich ich hab eine Frage zur Rechnung  gar nichts und und muss hier hängen im Telefon bis ich hier schwarz werde vielleicht geht hier irgendwann mal  hallo", kmpt
"es ist unmöglich ich habe hier zwanzig Minuten gewartet gar kein Gespräch bekommen und jetzt soll ich es bewerten was soll ich da sagen es ist Quatsch entweder es geht jetzt jemand ran  ja oder bin hier hilflos oder was Kunde auf Abruf  Rechnungen einfach schreiben abbuchen fertig das kann nicht sein also ich bin einfach nur verärgert vielleicht hab ich die Möglichkeit im Laufe des Tages wenn ich sehr viel Zeit habe irgendwann jemand ans Telefon zu kriegen anstatt hier nur Musik zu hören frage ich mich was das hier soll vielleicht geht langsam mal hier  die Leute haben anschließend noch was anderes zu tun als hier nur am Telefon zu sitzen ist das hier Strategie Psychologie oder weiß ich nicht was ist ja unmöglich ich hab eine Frage zur Rechnung  gar nichts und und muss hier hängen im Telefon bis ich hier schwarz werde vielleicht geht hier irgendwann mal  hallo", knbr
"es ist unmöglich ich habe hier zwanzig Minuten gewartet gar kein Gespräch bekommen und jetzt soll ich es bewerten was soll ich da sagen es ist Quatsch entweder es geht jetzt jemand ran  ja oder bin hier hilflos oder was Kunde auf Abruf  Rechnungen einfach schreiben abbuchen fertig das kann nicht sein also ich bin einfach nur verärgert vielleicht hab ich die Möglichkeit im Laufe des Tages wenn ich sehr viel Zeit habe irgendwann jemand ans Telefon zu kriegen anstatt hier nur Musik zu hören frage ich mich was das hier soll vielleicht geht langsam mal hier  die Leute haben anschließend noch was anderes zu tun als hier nur am Telefon zu sitzen ist das hier Strategie Psychologie oder weiß ich nicht was ist ja unmöglich ich hab eine Frage zur Rechnung  gar nichts und und muss hier hängen im Telefon bis ich hier schwarz werde vielleicht geht hier irgendwann mal  hallo", kdsv
"es hat ja gar kein Beratungsgespräch stattgefunden", knbr
"ja Agent hatte keine Ahnung was eine Mobilbox pro ist und konnte auch keine Beratung   leisten", kdsv
"ja Agent hatte keine Ahnung was eine Mobilbox pro ist und konnte auch keine Beratung   leisten", kmpt
"die Dame am Telefon hat einfach aufgelegt und zurückrufen tut auch niemand so wie bei T-Online oder T-Mobile was Sie jetzt gerade sind   Usus ist nie ruft jemand zurück es ist furchtbar bei Ihnen", untr
"Ihr Service", noap
"Weiterverbindung ohne verbunden zu werden ist nicht gut", knbr
"die Beratung war schlecht", noap
"ich bin nicht verbunden worden ich hatte kein Gespräch", knbr
"der Kollege  hat mich einfach weggedrückt", untr
"ich sollte vermittelt werden und da kam auch die Musik und anschließend hieß es dann eben  dass ich unterbrochen bin und fertig Ende kein Gespräch mehr das ist also nicht mehr vermittelt worden und deshalb bin ich so was von unzufrieden das kann nur T-Com machen", knbr
"der Herr konnte keine Auskunft geben über den Stand der Änderung im Systemfehler  hat  meine en Fragen nicht abgewartet und aufgelegt und das tut man nicht", kdsv
"der Herr konnte keine Auskunft geben über den Stand der Änderung im Systemfehler  hat  meine en Fragen nicht abgewartet und aufgelegt und das tut man nicht", untr
"ich hätte zum Umzugs Team geleitet werden sollen bin aber rausgeschmissen worden", kdsv
"es wurde mir nicht geholfen und im übrigen war im Hintergrund  Gespräche von irgendwelchen Mitarbeitern zu hören  und   ich habe  mein Anliegen überhaupt in gar keiner Form anbringen können", knbr
"ja mir ist immer noch nicht geholfen worden ich sitze seit einer Stunde in der Warteschleife", knbr
"ja mir ist immer noch nicht geholfen worden ich sitze seit einer Stunde in der Warteschleife", kmpt
"bin gar nicht zu Ende gekommen jetzt ist Ihre komische Anfrage hier drin aber der Service war noch gar nicht beendet ich bin seit fünf Tagen am telefonieren mit der Telekom und hab bis heute keine vernünftige Antwort bekommen", knbr
"e Verbindung nicht möglich geht in eine Warteschleife und danach land ich jetzt bei Ihnen", knbr
"ja schönen guten Tag", untr
"den Grund meines Anrufes konnt ich nicht in Ruhe an einem Stück vortragen ich wurde immer wieder unterbrochen es kam dadurch durch Missverständnisse immer und immer wieder und das Gespräch hat circa acht bis neun Minuten gedauert dabei war der Inhalt völlig einfach immer wieder unterbrochen unterbrochen worden und mir wurde ständig wie man im Volksmund sagt über den Bart gefahren regelrecht reglementiert und  war eins der schlechtesten Telefonate die ich vom Serviceleister in der letzten Zeit hatte", kmpt
"ich hatte leider gar kein Gesprächsteilnehmer deswegen ist dieser Service ungenügend", knbr
"ich warte schon seit vier Monaten auf die endgültigen Zugangsdaten und die hab ich immer noch nicht bekommen am neunzehnten zehnten hat mir die Dame gesagt dass sie die endgültigen Daten in den nächsten Tagen schickt aber die sind auch noch heute nicht da und heute sagt mir die Dame dass sie jetzt geschickt worden sind nach meiner Erfahrung von den letzten vier Monat bin ich nicht zuversichtlich dass das Telekom oder T-Online das macht", kdsv
"die Verbindung war gestört man konnte sich nicht verständigen", noap
"ja ich brauch hier eine technische Auskunft und die  Weiterleitung ging nicht weil  alles besetzt war dann hat sie mir eine kostenpflichtige Durchwahl gegeben  wo ich vielleicht probieren könnte ich brauch jetzt aber Support es geht hier um eine Entscheidung welchen Rechner ich mir kaufen soll und so  es ist geschäftlich ich brauch da einen Rückruf das geht nicht sagt sie  und da ich kann nicht dauernd hier irgendwelche Warteschleifen anrufen da ist der Service äußerst äußerst mangelhaft danke", kdsv
"gar nichts gemacht keine Hilfe", noap
"ich habe", kdsv
"ich hab ständig Probleme mit dem Internetanschluss ich zahle voll und der Kundenservice passt nicht ich empfang keine richtigen Daten für das was ich bezahle ich bezahl ja auch schließlich also möcht ich auch mein Endprodukt haben", noap
"Auskunft erhalten", noap
"ich bin äußerst zufrieden das war eben ein Missverständnis äußerst zufrieden", noap
"ich wurde überhaupt nicht zu einem Kundenberater durchgestellt obwohl ich es verlangt hatte", knbr
"Problem geschildert und gewartet und dann kamen Sie mit  der Umfrage", knbr
"sehr unfreundlicher Servicemitarbeiter von Telekom und das Gespräch wurde einfach unterbrochen", untr
"falsche Auskunft beim Auftrag als ich die Auftragsbestätigung aufgegeben habe wurde mir gesagt ich muss nur sechs Tag auf mein neues Internet warten und das verzögert sich jetzt doch deutlich länger ich hab verstanden dass das  an eins und eins liegt find das aber trotzdem nicht gut dass ich darüber nicht rechtzeitig aufgeklärt werde beziehungsweise dass mir nicht gesagt wird dass ich jetzt für jedes Telefonat bezahle", kdsv
"ja es  die Krönung wieder mal ich hätte mal doch kündigen sollen ja das war eigentlich", kdsv
"ja es  die Krönung wieder mal ich hätte mal doch kündigen sollen ja das war eigentlich", untr
"es ist eine Störung noch nicht aufgehoben seit wir Call_and_surf haben wir können nicht problemlos raustelefonieren", kdsv
"ja ich  habe angerufen und hab gesagt dass ich einen DSL Problem habe das ist schon dreimal gewesen da wurde die Leitung dreimal resettet ja aber  mehr wurd nicht gemacht jetzt bin ich schon wieder hier und die Leitung funktioniert wieder nicht es ist wieder ein Blinken also eigentlich hätt ich da schon ein bisschen mehr erwartet nicht also ich hab zu Hause noch einen Arcor Anschluss  da funktioniert das auf jeden Fall wesentlich besser Service ungenügend meiner Meinung ich bin selber Dienstleister also wenn ich zu meinen Kunden so wäre würd das nicht gut funktionieren Ende", kdsv
"Problem wurde nicht gelöst unfreundliche Beratung  Blockieren gegen das Problem helfen einem nicht  fertig", kmpt
"man nicht in vier und zwanzig Stunden sagen wir rufen in vier und zwanzig Stunden zurück", noap
"Beraterin die Beraterin hat aufgelegt", untr
"war das war alles in  das war alles in einem die schlechteste Beratung die ich je bekommen habe und die muffiglichste", kmpt
"ich habe ein T-Home Paket bestellt dann kam eine Auftragsbestätigung in der wieder von Selbstmontage  eines Teils die Rede war jetzt hab ich dort abgerufen hat man mir erzählt es sind zwei Aufträge ich hab also kein zweiten Auftrag  ausgelöst und bin jetzt über diese Selbstmontage in der schriftlichen Auftragsbestätigung gestolpert und die Beratung am Telefon war alles andere  als dass man das jetzt aus dem Weg geräumt hat weil man immer auf dem zweiten Auftrag drauf rumgeritten ist den ich aber nicht aufgelöst habe das mag ja sein dass das intern bei der Telekom als zwei Aufträge irgendwie verwaltet wird aber es  führt bei mir zur Verunsicherung wenn ich dann auf einmal was von Selbstmontage lese obwohl ganz klar im Auftrag war dass das die Telekom installieren soll und dieses wie gesagt wurde auch nie aufgeklärt richtig für mich jedenfalls nicht verständlich jetzt bei dem Telefonat", kdsv
"der Mitarbeiter hatte keinen Zugriff auf  unsere Anschluss Daten als Geschäftskunde", noap
"Gespräch kam nicht zustande", knbr
"es hat überhaupt kein Gespräch stattgefunden ich wurde irgendwo hin hingedrückt und das war dann wohl Hauptsache man bezahlt sein Geld Dankeschön", knbr
"guten Tag mein Name ist  dann hat sie einfach aufgelegt und dann bin ich jetzt bei Ihnen gelandet bei der Kundenbefragung", kmpt
"guten Tag mein Name ist  dann hat sie einfach aufgelegt und dann bin ich jetzt bei Ihnen gelandet bei der Kundenbefragung", kdsv
"guten Tag mein Name ist  dann hat sie einfach aufgelegt und dann bin ich jetzt bei Ihnen gelandet bei der Kundenbefragung", untr
"seit Mittwoch ist unser T-Home nicht in Ordnung es sollte ein Service Mann rauskommen von acht bis zehn es ist nicht da es passiert überhaupt gar nichts", kdsv
"ich hatte eine Reklamation sollte verbunden werden und jetzt soll ich hier Kundenbewertung machen jetzt bleibt mir nix andere über als wieder neu anzurufen und das ganze Prozedere noch mal durchzumachen das kann es doch nicht sein", kdsv
"mein Problem wurde überhaupt nicht ernst genommen mein Problem wurde nicht bearbeitet es wurde verweigert mich zurückzurufen und die Warteschleife im Moment beträgt fünfzehn Minuten danach werd ich in der Regel aus der Leitung geschmissen", knbr
"mein Problem wurde überhaupt nicht ernst genommen mein Problem wurde nicht bearbeitet es wurde verweigert mich zurückzurufen und die Warteschleife im Moment beträgt fünfzehn Minuten danach werd ich in der Regel aus der Leitung geschmissen", kmpt
"ich habe ich habe dreimal mit dem Servicecenter gesprochen und habe drei unterschiedliche Auskünfte bekommen", noap
"die Argumentation des Kundenberaters war für mich völlig unverständlich ich hatte eine Frage zu einem Rechnungsposten und kann die immer noch nicht nachvollziehen es geht genau  um die  Berechnung zusätzlicher Installations Leitungen die nicht erfolgt ist in meinen Augen", kdsv
"also ich hab hier angerufen wegen dem  erheblich hohen Grundpreis und eine Twincard die mir einen niedrigeren an sich zugesagt worden war und ich jetzt feststellen muss dass ich zweimal siebzehn Euro Grundpreis bezahle oder neunzehn fünf und neunzig und dann wurde einfach der Hörer aufpatscht das ist eine Unsitte  ich kann nicht verstehen ich steh hier ratlos da und muss noch mal anrufen", kdsv
"also ich hab hier angerufen wegen dem  erheblich hohen Grundpreis und eine Twincard die mir einen niedrigeren an sich zugesagt worden war und ich jetzt feststellen muss dass ich zweimal siebzehn Euro Grundpreis bezahle oder neunzehn fünf und neunzig und dann wurde einfach der Hörer aufpatscht das ist eine Unsitte  ich kann nicht verstehen ich steh hier ratlos da und muss noch mal anrufen", untr
"es geht um einen Rückportierungs Auftrag der wöchentlich bei der Telekom beantragt wurde und es  geht darum dass die Telekom an die Vodafone einen Rückportierungs Antrag stellt dieser wurde bei Vodafone nicht entgegengenommen beziehungsweise ist nie angekommen ich hatte jetzt oft also mindestens  einmal die Woche angerufen hatte drum gebeten dass die Telekom einen Rückportierungs Antrag an die Vodafone nochmals sendet das ist nicht erfolgt ich wart jetzt schon seit mindestens acht Wochen auf eine Rückportierung die Telekom scheint nicht in der Lage zu sein eine Rückruf Nummer wieder zurück zu holen oder zurückholen zu können ich bin nicht wirklich begeistert muss ich ganz ehrlich sagen", kdsv
"Vertragsverlängerung ohne Rücksprache", kdsv
"ja ich warte auf endgültige  Ergebnis aber leider das passiert nichts", noap
"man kann das Gespräch nicht einfach unterbrechen aus und schalten", untr
"nach sieben dreißig Wartezeit wurde das Gespräch beendet weil die Plätze belegt waren", kmpt
"nach sieben dreißig Wartezeit wurde das Gespräch beendet weil die Plätze belegt waren", knbr
"ich hab gar kein Gespräch geführt deshalb kann ich darüber keine Auskunft geben ich warte noch dass ich jetzt  jetzt verbunden werde danke", knbr
"ja erstmal hat der Mann einfach aufgelegt nachdem er  von mir  ich habe den Kaffee ziemlich auf gell", untr
"ja erstmal hat der Mann einfach aufgelegt nachdem er  von mir  ich habe den Kaffee ziemlich auf gell", kmpt
"der Einsatz der Mitarbeiterin", noap
"das Problem liegt nicht in der konkreten Dame die am Telefon war sondern dass die Telekom seit über zwei Wochen versuche zu bewegen mich zurückzurufen im Sinne des Bauherrn Service des Büros  es geht keiner ans Telefon ich kriege keinen Rückruf obwohl das raufgesprochen ist obwohl man ihn mir zugesagt hat es passiert nichts es ist ein Zustand der ist stinkt zum Himmel vielen Dank", kdsv
"es ging darum dass ich meine Rechnung die ich online bekomme aufgerufen hab und da ist ein Betrag drin für einen Anruf in der Schweiz über ein Provider der Provider nennt sich $P $M zwo und das stimmt nicht und dann wollt ich dort anrufen und da gibt’s Dienst oder Dienst Merkmal nicht möglich dann hab ich fragen wollen ob ob man mir eine Nummer oder irgendwas geben kann um an den Provider $P $M zwo zu kommen und da wurde einfach aufgelegt", untr
"es ging darum dass ich meine Rechnung die ich online bekomme aufgerufen hab und da ist ein Betrag drin für einen Anruf in der Schweiz über ein Provider der Provider nennt sich $P $M zwo und das stimmt nicht und dann wollt ich dort anrufen und da gibt’s Dienst oder Dienst Merkmal nicht möglich dann hab ich fragen wollen ob ob man mir eine Nummer oder irgendwas geben kann um an den Provider $P $M zwo zu kommen und da wurde einfach aufgelegt", kdsv
"es ging darum dass ich meine Rechnung die ich online bekomme aufgerufen hab und da ist ein Betrag drin für einen Anruf in der Schweiz über ein Provider der Provider nennt sich $P $M zwo und das stimmt nicht und dann wollt ich dort anrufen und da gibt’s Dienst oder Dienst Merkmal nicht möglich dann hab ich fragen wollen ob ob man mir eine Nummer oder irgendwas geben kann um an den Provider $P $M zwo zu kommen und da wurde einfach aufgelegt", kdsv
"ich hab noch mit keiner Person geredet  gesprochen und soll jetzt ein Gespräch bewerten dass noch gar nicht stattgefunden hat das geht nicht am Besten ist ich wähl die Nummer noch mal und hoff dass ich dann an einen Menschen komm danke", knbr
"der  und ich finde es unmöglich dass ein Servicecenter Aufnahme aufnimmt und dann die falsche Sache druckt und gibt dass ich falsch im Telefonbuch steh ich find das unmöglich und das dauert alles viel zu lange bis man irgendwo durchkommt beim T-Mobile einwandfrei beim Festnetz nicht und ich bin nun mal an Telekom gebunden hier oben wo ich sitz ich find das echt unter aller Kanone", kdsv
"ich habe mit niemanden gesprochen", knbr
"ja das Gespräch ist  noch nicht zu Ende gewesen", untr
"ich wurde mit meinem Problem überhaupt nicht durchgelassen nachdem ich mich vorgestellt und identifiziert habe begann sofort die Umfrage darüber wie zufrieden ich war und ich möchte gar nicht vorher lange Fragen beantworten nachher lange Fragen beantworten und wenn ich mit einem  kompetenten Menschen verbunden bin nur kurze Fragen können also ich habe nicht das Gefühl dass mir  geholfen wurde", untr
"hallo das Gespräch wurde abgebrochen hallo", untr
"der Berater war sehr unverständlich und  na wie soll ich sagen", noap
"ja ich bin weggedrückt worden einfach fand ich nicht gut", untr
"es war kein Berater es war kein Berater dran ich habe gewartet und bin sofort zu Ihnen wieder gekommen", knbr
"die telefonische getroffene Vereinbarung mit Ihrer Frau  nicht bestätigt werden das heißt mir sind Zusagen gemacht worden die jetzt von der Telekom nicht eingehalten werden können was ich aufgrund der heute hier eingegangenen Auftragsbestätigung bei mir bestätigt hat Ende", kdsv
"die Zeit ich habe knapp eine halbe Stunde gewartet um überhaupt was sagen zu können dann wurde mir gesagt  was wollen <sie überhaupt nachdem ich die Nummer bereits angegeben hatte  und  dann wurden mir diverse unterschiedliche Zeiten zur Reparatur angegeben die eigentlich alle unbefriedigend sind", kmpt
"die Zeit ich habe knapp eine halbe Stunde gewartet um überhaupt was sagen zu können dann wurde mir gesagt  was wollen <sie überhaupt nachdem ich die Nummer bereits angegeben hatte  und  dann wurden mir diverse unterschiedliche Zeiten zur Reparatur angegeben die eigentlich alle unbefriedigend sind", kdsv
"so gut wie keine  Auskunft", noap
"der Service den Sie leisten ist katastrophal wenn ich ein Problem hab möcht ich gern mit einem Berater sprechen und zwar möglichst bald und diese Elektronik ist wirklich völlig daneben und ich möchte dringend bitten dass Sie mich anrufen unter  wuseln vielen Dank für Ihren Rückruf", knbr
"der Service den Sie leisten ist katastrophal wenn ich ein Problem hab möcht ich gern mit einem Berater sprechen und zwar möglichst bald und diese Elektronik ist wirklich völlig daneben und ich möchte dringend bitten dass Sie mich anrufen unter  wuseln vielen Dank für Ihren Rückruf", kdsv
"also wenn man zwei Monate warten muss fast bis alles richtig geht und noch nicht funktioniert nach einer Umstellung nur auf $V $D $S $D $S fünf und zwanzig dann bin ich sehr unzufrieden und hab nur Ärger mit mit der Telekom", kdsv
"der Telekom persönlich ist zu langweilig Mitarbeiter gut", noap
"das soeben geführte Gespräch war in Ordnung was ich bemängele ist dass vorher gegebene  vorher getroffene Absprachen bezüglich Terminen  in keinster Weise eingehalten wurden", kdsv
"es ist bisher noch keine Beratung erfolgt ich wurde nicht vermittelt", knbr
"wir wollten eine Kündigung und es ist nur Geldschneiderei bei der Telekom", kdsv
"ja die Schnelligkeit oder der Service allgemein", noap
"es ist kein Gespräch zustande gekommen", knbr
"ja also ich finde es beschämend dass man anrufen muss und keine Antwort kriegt über Wochen drei vielmal schon angerufen und es ist  wirklich keine Antwort im im Service Büro keine Auskunft nix man wird verbunden auf tot gestellt und das war auf Wiederhören", knbr
