@relation eacciTranscripts
@attribute transcript string
@attribute class {kdsv,kmpt,knbr,untr,noap}
@data
"ich war nach einer Viertelstunde Warteschleife  mit einem Bearbeiter jetzt verbunden und  er hat angefangen mit mir zu sprechen und dann war das Gespräch beendet und dann kamen Sie mit den Fragen ob ich zufrieden bin oder nicht also wenn man das Gespräch mit mir unterbricht bin ich unzufrieden und deswegen hab ich die Fünf gedrückt", untr
"ja  wie so üblich bin ich  nicht mal verbunden worden sondern einfach durchgerasselt durch die Warteschleife", knbr
"seit zwei Tagen versuchen Sie unseren T-DSL Anschluss wieder zu reparieren ich werd von $A nach $B geschickt es kommt kein Mensch es tut sich überhaupt nichts und es fühlt sich keiner dafür verantwortlich und zuständig und dreimal wurd ich mittlerweile aus der Leitung geschmissen das ist wirklich eine Zumutung", kdsv
"seit zwei Tagen versuchen Sie unseren T-DSL Anschluss wieder zu reparieren ich werd von $A nach $B geschickt es kommt kein Mensch es tut sich überhaupt nichts und es fühlt sich keiner dafür verantwortlich und zuständig und dreimal wurd ich mittlerweile aus der Leitung geschmissen das ist wirklich eine Zumutung", untr
"seit zwei Tagen versuchen Sie unseren T-DSL Anschluss wieder zu reparieren ich werd von $A nach $B geschickt es kommt kein Mensch es tut sich überhaupt nichts und es fühlt sich keiner dafür verantwortlich und zuständig und dreimal wurd ich mittlerweile aus der Leitung geschmissen das ist wirklich eine Zumutung", kmpt
"die Dame am Telefon hat leider meine Frage nicht verstanden als ich meine Frage umformuliert habe hat sie mich aus der Leitung geschmissen", untr
"die Mitarbeiterin war sehr nett es gar kein Problem aber ich habe ein Problem ich wollte von zwei Namen nur tauschen das heißt  auf die bestehenden  Anschrift und alles ist gleich geblieben und das versteh ich nicht so ganz dass das nicht geht machbar sein soll so einfach Dankeschön", kdsv
"jemand ans Telefon  bis ich jemand am Telefon  bekommen habe da hat sehr lange gedauert", kmpt
"die Wartezeit bevor sich der freundliche Sachbearbeiter meldete betrug siebzehn Minuten das ist kein Service", kmpt
"wir stehen seit dem siebten zehnten ohne Telefon werden in den Warteschleifen immer wieder vertröstet haben schon zwei Termine die nicht eingehalten wurden heute zwischen sechzehn", kdsv
"wir stehen seit dem siebten zehnten ohne Telefon werden in den Warteschleifen immer wieder vertröstet haben schon zwei Termine die nicht eingehalten wurden heute zwischen sechzehn", untr
"die Telekom ist Deutschlands größter Saftladen unfähig Leitungen zu unterhalten oder diese in Stand zu setzen zu blöd zum Beraten zu dumm zum allem", noap
"das Gespräch wurde beendet bevor ich überhaupt Hilfe bekommen habe", untr
"ja das ist hier alles bisschen  irgendwie  Kundenbefragung ist ja schön und gut aber eigentlich  sollte es mal gehen  wir haben das Problem und  würden gern gelöst haben danke", noap
"ich wurde einfach weggedrückt ohne eine Antwort Dankeschön", untr
"lange warten", kmpt
"ich habe keine Angaben darüber bekommen wann es einen Techniker morgen bekommen sollte der Kundenbetreuer war nicht in der Lage mich mit jemand zu verbinden der mir helfen könnte der Kundenbetreuer Herr  ach übrigens dazu  vorhin hat mir eine Kollegin gesagt ich soll zwei drei Stunden auf jemanden warten auf ein Techniker warten der Kollege behauptet dass jemand da eingetragen hat dass man nicht kommen wird also dass kein Techniker zu mir kommen wird aber es hat nicht gesagt bekommen dass man  dass ich nicht zu warten brauche warum bekomm ich keinen Rückruf das versteh ich nicht", kdsv
"ich habe keine Angaben darüber bekommen wann es einen Techniker morgen bekommen sollte der Kundenbetreuer war nicht in der Lage mich mit jemand zu verbinden der mir helfen könnte der Kundenbetreuer Herr  ach übrigens dazu  vorhin hat mir eine Kollegin gesagt ich soll zwei drei Stunden auf jemanden warten auf ein Techniker warten der Kollege behauptet dass jemand da eingetragen hat dass man nicht kommen wird also dass kein Techniker zu mir kommen wird aber es hat nicht gesagt bekommen dass man  dass ich nicht zu warten brauche warum bekomm ich keinen Rückruf das versteh ich nicht", kmpt
"ich war mit der Beratung äußerst zufrieden Sie haben das nur falsch verstanden war sehr gut die Beratung", noap
"ich habe mit der Frau  hat einfach vorzeitig das Gespräch beendet und hat meine Fragen und ist auf meine Fragen nicht eingegangen und hat auch  ja  hat war sehr sehr unfreundlich und sehr ungehalten am Telefon  und hat meine Auskunft überhaupt nicht behandelt", untr
"wie soll man ein Gespräch bewerten das nicht stattgefunden hat", knbr
"es gab keine es gab keine Beratung ich wurde einfach jetzt geleitet  verschlossen ich komm einfach nicht ins Internet und  hab immer noch kein Telefon wieso nicht ich werd hier langsam stinksauer", knbr
"es gab keine es gab keine Beratung ich wurde einfach jetzt geleitet  verschlossen ich komm einfach nicht ins Internet und  hab immer noch kein Telefon wieso nicht ich werd hier langsam stinksauer", kdsv
"es gab  keine Erklärung warum kein schnelleres DSL möglich ist obwohl andere Häuser  entfernt sind und schnelleres DSL bekommen", kdsv
"die Dame Kenntnisse von die Telefon Apparate war unzureichend", kmpt
"keinerlei Information erhaltne ich hab keine Information bekommen", noap
"ich bin unzufrieden mit dem Service weil seit mittlerweile neun Tagen mein DSL Anschluss ausgefallen ist ich hab sieben Tage mit Ihrer Hotline telefoniert mit den verschiedensten Leuten keiner konnte mir direkt helfen und ich bin wirklich sehr unzufrieden mit dem Service mittlerweile ist mein DSL Anschluss nach circa ja zehn Stunden wo er funktioniert hat wieder ausgefallen und jetzt geht das gleiche Spiel wahrscheinlich die nächsten sieben Tage wieder von vorne los und man wird nur noch von einer Person zur andern geleitet in Ihrem System deswegen bin ich unzufrieden", kdsv
"die es war sehr patzig", kmpt
"hatte eine Frage wurde an  tagelang warten bis das System endlich mal freigeschaltet wird", kdsv
"hatte eine Frage wurde an  tagelang warten bis das System endlich mal freigeschaltet wird", untr
"ich erhielt bei der Rufnummer", kdsv
"ich wurde gar nicht mit einem Kundenberater verbunden", knbr
"die Beraterin war sehr unfreundlich und hat den Kunden nicht ausreden lassen und hat einfach aufgelegt", kmpt
"die Beraterin war sehr unfreundlich und hat den Kunden nicht ausreden lassen und hat einfach aufgelegt", untr
"gegen meine Einwände werden nicht eingegangen und und der Ihr Mitarbeiter wird einfach aufgelegt", untr
"Ihr Berater hat mich nicht ausreden lassen gleichzeitig hat er nicht versucht mir irgendwas Neues anzubieten und dann hat er nur aufgelegt Peng", untr
"der persönliche Berater hat einfach ohne Grund aufgelegt", untr
"ja es geht immer noch nicht geht nicht", noap
"ich bin gar nicht verbunden worden", knbr
"der Herr  hat mich überhaupt nicht beraten er ist mir ins Wort gefallen und war unfreundlich", kmpt
"ich bekam beim zweiten Gespräch nachdem das erste unterbrochen wurde warum auch immer kam ich beim zweiten Gespräch überhaupt keine Auskunft weil ich die Kundennummer nicht parat hatte im ersten Gespräch ging es  des Weiteren  habe ich Probleme mit meinem Telefonanschluss und mir wurde von einem Mitarbeiter im ersten Gespräch nicht in diesem jetzt sondern vorher gesagt dass eine e Prüfung sollte sie ergebnislos sein kostenpflichtig sei das ist nicht tragbar", untr
"ich bekam beim zweiten Gespräch nachdem das erste unterbrochen wurde warum auch immer kam ich beim zweiten Gespräch überhaupt keine Auskunft weil ich die Kundennummer nicht parat hatte im ersten Gespräch ging es  des Weiteren  habe ich Probleme mit meinem Telefonanschluss und mir wurde von einem Mitarbeiter im ersten Gespräch nicht in diesem jetzt sondern vorher gesagt dass eine e Prüfung sollte sie ergebnislos sein kostenpflichtig sei das ist nicht tragbar", kdsv
"ich wurde einfach weggedrückt", untr
"ich musste mich gerade von  der Dame mit der ich telefoniert hatte  sehr laut     unterhalten weil Sie mir   sehr negativ   geantwortet hat", kmpt
"die Mitteilung dass  die Leitung freigeschaltet worden ist ist nicht gekommen und ich warte schon seit zwei Tagen", kdsv
"die Kündigung meiner  meines DSL und Festnetzanschlusses ist bei Ihnen angeblich nicht eingegangen obwohl ich schon seit dem vierten neunten gekündigt habe", kdsv
"meine Rechnung anstatt fünfzehn im Monat immer ab ersten des Monats immer abbuchen das ist bei der Telekom leider nicht möglich das so was funktioniert ich dachte Ihr seid ein kundenfreundliches Telefonanbieter aber wohl nicht", kdsv
"ich wollte eine Bestätigung meines Kündigungsschreiben haben und da wurde mir gesagt dass das zentral bearbeitet wird und dass der Mitarbeiter mit leider überhaupt nicht helfen kann das Kündigungsschreiben ist allerdings schon zwei Wochen bei Ihnen eingegangen und ich hätt ganz gerne gewusst wie lang ich denn jetzt noch auf meine Kündigung warten muss zumal die Kündigung selbst nur innerhalb von sechs Werktagen möglich ist wie gesagt das ist schon zwei Wochen her er konnte mir nicht sagen wann sich jemand meldet ob sich überhaupt jemand meldet was das jetzt daraus wird die Kollegen die das bearbeiten sind auch nicht erreichbar und  ich sitz jetzt hier und warte und kann nächste Woche noch mal anrufen und mich wieder vertrösten lassen und dann wieder anrufen mich wieder vertrösten lassen darauf hab ich keine Lust", kdsv
"es geht um eine Rechnungsprüfung und die Kollegin gab mir zur Antwort dass  sie nicht dafür zuständig wäre obwohl ich die  Sie können mich gerne anrufen", kdsv
"es geht um eine Rechnungsprüfung und die Kollegin gab mir zur Antwort dass  sie nicht dafür zuständig wäre obwohl ich die  Sie können mich gerne anrufen", untr
"ich sollte verbunden werden und bin nicht  gekommen deswegen bin ich unzufrieden ich bin direkt in die Beratung    nicht in die Beratung reingekommen sondern direkt hier in dieses Ding meine Frage ist gar nicht beantwortet worden", knbr
"ja mit meinem vorhandenen Technik werd ich auch hin das Internet nicht nutzen können und mir wurde keine Lösung angeboten die wo ich brauchen kann also ohne dass ich jetzt irgendwie großartige Kosten noch   großartig Geld investieren muss und ich seh da eigentlich nicht meine Schuld na ja was soll", kdsv
"die Kollegin ist nicht auf meine Frage eingegangen und und einfach das Gespräch beendet ich bin ja noch nicht mal fertig mit meine Ausführungen", untr
"ich wurde aufgefordert eine  eine Bewertung des soeben Gespräches zu führen obwohl dieses Gespräch überhaupt nicht stattgefunden hat  da anscheinend alle Leitungen belegt sind und die Telekom nicht in der Lage in einer zeitnahen Abfolge die Anrufe abzuarbeiten", knbr
"der Berater hat mich einfach aus der Leitung geschmissen", untr
"Mitarbeiter war nicht fähig Problem zu bearbeiten wollte nicht helfen und  war nicht imstande einem zu helfen", kmpt
"man hat mich ohne mein Fragen aus dem Telefonbuch entfernt das ist geschäftsschädigend ich bin Tierarzt wer bezahlt mir den Ausfall", kdsv
"Ihr Mitarbeiter hat einfach aufgelegt und meine Frage beziehungsweise meine Anfrage beziehungsweise meinen Antrag gar nicht bearbeitet", untr
"man konnte mir nicht helfen  in der Einstellung von MMS", kdsv
"ich bin circa zehn Minuten in der Leitung wurde dreimal verbunden um damit zum Schluss jemand gesagt hat rufen Sie später noch mal an ich finde das ist kein Service", noap
"keine Lösung des Problems ohne Rückmeldung", noap
"ich hab erstens mal mit einem Kundenberater gar nicht sprechen können weil sich gleich Ihr Computer eingeschaltet hat und zweitens ich hab gar nichts erzählen können von meinem Problem weil ich gleich bei Ihnen gelandet bin auf dem Computer toll super Gespräch", knbr
"das Gespräch kam offensichtlich nicht zustande und  im Anschluss daran kam jetzt gleich die Abfrage  womit ich zufrieden bin oder nicht zufrieden bin und  ich blick hier überhaupt nicht mehr durch ist ja katastrophal", knbr
"der Mitarbeiter hat das Gespräch abgebrochen und mich abgehängt unter Verweis  dass er für mein Anliegen nicht zuständig sei ich bin von der T-Mobile an die Telekom durchgestellt worden und fühle mich mehr als brüskiert dieses ist keine Servicequalität", untr
"zuerst mal hat die Dame mich einfach weggedrückt wir hatten unser Gespräch nicht beendet  das find ich unschön und zum andern hat sie meine Aufgabe  dass sie mir diese Auslandstelefonate sperrt nicht getan sie hat mich einfach weggedrückt und das ist schlicht weg unmöglich", kdsv
"zuerst mal hat die Dame mich einfach weggedrückt wir hatten unser Gespräch nicht beendet  das find ich unschön und zum andern hat sie meine Aufgabe  dass sie mir diese Auslandstelefonate sperrt nicht getan sie hat mich einfach weggedrückt und das ist schlicht weg unmöglich", untr
"dass ich noch mal an irgendwo in ein andere Nummer anrufen muss ja obwohl meine Frage aber betrifft die Rechnung und nicht was anders", kdsv
"ich hab mein Anliegen geschildert und bin sofort aus der Leitung geschmissen worden nachdem ich mindestens drei vier fünf Minuten gewartet hab um überhaupt jemand zu fassen zu kriegen", kmpt
"ich hab mein Anliegen geschildert und bin sofort aus der Leitung geschmissen worden nachdem ich mindestens drei vier fünf Minuten gewartet hab um überhaupt jemand zu fassen zu kriegen", untr
"ich wurde abgebrochen", untr
"ich habe angerufen wegen meinem Unzugstermin so jetzt hatt ich drei Leute in der Leitung die letzte war dass ich eine Bestellung aufgeben kann für Entertainment keiner kann mir für den Umzug helfen das ist das Allerletzte so es ist Termin nicht fest und kein Mensch in diesen  farbenen Laden kann mir ein helfen wann hier endlich mal die Telefonleitungen geschaltet werde das ist wirklich das Allerletzte", kdsv
"ich habe heute wieder keine Antwort bekommen auf die Abmeldung eines  Telefons wo meine Schwiegermutter die ist jetzt  sechs Wochen verstorben und das hat wieder nicht geklappt ich ruf jetzt das fünfte Mal an oder habe geschrieben ich bin sehr sehr sehr unzufrieden", kdsv
"ich ich hatte überhaupt kein Gespräch ich warte jetzt seit zehn Minuten und jetzt krieg ich Ihre Bewertung was ist denn das für ein Service", kmpt
"ich ich hatte überhaupt kein Gespräch ich warte jetzt seit zehn Minuten und jetzt krieg ich Ihre Bewertung was ist denn das für ein Service", knbr
"überhaupt nicht  ich bin überhaupt nicht richtig verbunden worden hänge hier eine Viertelstunde am Telefon und es ist nichts passiert jetzt ist die Verbindung getrennt worden miserabel", kmpt
"überhaupt nicht  ich bin überhaupt nicht richtig verbunden worden hänge hier eine Viertelstunde am Telefon und es ist nichts passiert jetzt ist die Verbindung getrennt worden miserabel", knbr
"nachdem mein Telefon mehrfach defekt ist würd ich mir von Zeiten von T-Mobile wünschen dass schön langsam Irgendwas passiert bevor ich mir einen anderen Anbieter suche ich bin völlig unzufrieden seit jetzt einem halben Jahr mit dem Service der Deutschen Telekom hier  Punkt T-Mobile weil einfach nichts passiert und keinerlei Entgegenkommen ihrer Seite ist", kdsv
"ich bin über zehn Jahr bei Euch für Sie", kdsv
"Kompetenz  mischt sich hier mit absoluter Unkompetenz ich hab eine Störung und soll jetzt eine Beurteilung drüber abgeben das darf doch nicht wahr sein", kmpt
"Kompetenz  mischt sich hier mit absoluter Unkompetenz ich hab eine Störung und soll jetzt eine Beurteilung drüber abgeben das darf doch nicht wahr sein", kdsv
"die Mitarbeiterin war völlig unflexibel war nicht bereit auf meine Fragen einzugehen und vor allen Dingen hat sie sich geweigert mich durchzustellen an den Abteilungsleiter", kmpt
"ich hab keine Information bekommen zur Störung Telefonnummer haben Sie ja  am Mittwoch gemeldet sollte jetzt geklärt werden weil gestern nix geschehen ist das sollte vielleicht Mittwoch oder gestern spätestens ein Rückruf kommen wegen Termin und was ist und weiß im Moment kein Bescheid und hier bin ich eben gerade hinten runtergeflogen sprich hatt die Kollegin dran gehabt aber  ja", kdsv
"ich hab keine Information bekommen zur Störung Telefonnummer haben Sie ja  am Mittwoch gemeldet sollte jetzt geklärt werden weil gestern nix geschehen ist das sollte vielleicht Mittwoch oder gestern spätestens ein Rückruf kommen wegen Termin und was ist und weiß im Moment kein Bescheid und hier bin ich eben gerade hinten runtergeflogen sprich hatt die Kollegin dran gehabt aber  ja", untr
"dass man nicht das erreicht was man erreichen wollte", noap
"also ich habe siebzehn Minuten in Ihrer Warteschleife", kmpt
"also ich habe siebzehn Minuten in Ihrer Warteschleife", knbr
"der Mitarbeiter hat das Gespräch einfach beendet und aufgelegt", untr
"das das Gespräch war noch nicht beendet ich wurde ohne Berechtigung auf Ende gesetzt obwohl ich warten sollte auf eine Auskunft der Technik", noap
"ich bin einfach aus der Leitung rausgeflogen", noap
"über der oder  war oder ein technisches Problem kann ich nicht spezifizieren", untr
"der Umgangston dass nur auf die Geschäftsbedingungen hingewiesen wurden und nicht das  letztendlich das was ich beanstandet habe", kmpt
"keine Auskunft erhalten", noap
"schlecht und unfreundliche Beratung", kmpt
"man kann der Wechsel wird einem unglaublich schwierig gemacht es gibt sich keiner der sich wirklich drum kümmert es ist also ganz schlimm ich versuch schon seit drei Wochen ein vernünftigen Anschluss von Ihnen zu kriegen es ist nicht möglich", kdsv
"mein Outlook Service bei T-Online", kdsv
"alles Benehmen  Art des Verhaltens und Art der Betreuung", kmpt
"die Ansprache der Gesprächspartner ist zufriedenstellend bloß es hat  den Nachteil dass ich jetzt eben wieder fast zwanzig Minuten in der Warteschleife   gehangen habe bis ich überhaupt jemand ans Rohr bekommen habe und das ist natürlich absolut unmöglich ich bin jetzt im Begriff e zehn Minuten bereits auf die Technik mit der ich verbunden werden soll zu warten das ist absolut unzuständig wenn man mal jemand erreicht ist ist ist ist es zufriedenstellend aber man kommt ja nicht durch", kmpt
"also ich habe mich unzufrieden gefühlt ich wurd ungenügend beraten ungenügend auf jeder Art ungenügend behandelt und ungenügend es ist Telekom ist nur ungenügend", noap
"ja ich habe zehn Minuten gewartet auf technische Hilfe und  ist einer drangegangen und hat  sofort wieder aufgelegt das war der Grund halt", untr
"nachdem ich in der Warteschleife hing kam die freundliche Stimme die mich nach einer Bewertung fragte ohne dass ich überhaupt jemals einen Kundenbetreuer am Ohr hatte", knbr
"seit sechs Monaten bin ich   mit der Telekom beschäftigt nicht wahr  überhaupt nicht vorhanden", kdsv
"einfach abgewimmelt ich bin einfach abgewimmelt worden ohne ich hab Störung auf mein auf meine Internetleitung seit gestern und keiner kümmert sich drum und der Herr hat  schlimmer geht einfach nimmer also Kundenservice einfach beschissen", kdsv
"einfach abgewimmelt ich bin einfach abgewimmelt worden ohne ich hab Störung auf mein auf meine Internetleitung seit gestern und keiner kümmert sich drum und der Herr hat  schlimmer geht einfach nimmer also Kundenservice einfach beschissen", untr
"alles ich hab meine Frage gestellt und dann kam schon hier die Auswertung vom Gespräch ist  fünf Minuten mit dem Band gesprochen also  alles absolut unzufrieden", untr
"Kundenbetreuer legt einfach auf", untr
"musste einige Minuten in der Leitung warten dann hatt ich  wurd ich zu diesem Servicemitarbeiter verbunden und es ist sofort wieder aus der Leitung rausgeschmissen richtiger Scheißladen", kmpt
"musste einige Minuten in der Leitung warten dann hatt ich  wurd ich zu diesem Servicemitarbeiter verbunden und es ist sofort wieder aus der Leitung rausgeschmissen richtiger Scheißladen", untr
"das Gespräch war noch gar nicht beendet ich warte noch auf eine Antwort und kann darum noch keine Bewertung abgeben trotzdem wurde die Bewertung schon eingeschaltet ich warte also immer noch auf die Rückantwort", untr
"das Gespräch wurde einfach unterbrochen von dieser komischen Umfrage und ich rufe mindestens schon das sechste Mal an und keiner kann mir eine Antwort geben", untr
"ein sehr unfreundlicher Mitarbeiter der Telekom absolut inkompetent absolut unprofessionell", kmpt
"ich wurde nicht mit einem Berater verbunden sondern hing nur in der Warteschleife und kam direkt zu der Bewertung die natürlich ungünstig ausfällt", knbr
"ja  das ist ganz einfach Sie haben mich getrennt ich habe mit dem Service gesprochen der konnte noch gar nicht soweit sein dass ich eine Beurteilung abgeben kann da ich intern was  nicht in Ordnung bis jetzt war ich eigentlich zufrieden aber Ihre Rückfrage über meine Zufriedenheit hat das Problem erst überhaupt in Betreib gesetzt", untr
"ich hab eine Rechnung für mein letzten Monat von sieben hundert und fünf und dreißig Euro  und habe bei der Nachfrage jetzt in dem Kundenberatungs Gespräch erfahren dass davon  sieben hundert Euro  zu Last der  Mail Services gehen  man hat mich in dem Beratungsgespräch bevor ich das eingerichtet habe nicht darauf hingewiesen dass Kosten auch nur annähernd in dieser Höhe entstehen könnten dem entsprechend  bin ich extremst unzufrieden und man hat keine Kompromiss Wege aufgezeigt wie man  das Problem mit mir zusammen lösen will also extremst unzufriedene   Auskünfte  und man ist auch nicht kompetent genug dort   Verhandlungen auf   wirklich auch zutreiben ja Aussage wirklich mir sind die Hände gebunden ich kann nicht", kdsv
"die Telekom ist grad dabei uns zu ruinieren weil sie nicht in der Lage ist vernünftig zu arbeiten man kriegt keine vernünftige Antwort und rennt gegen Betonmauer weil man diejenigen die zuständig sind nicht kriegt wenn eine Bombendrohung nicht verboten wär aber ich hab auch keine Bombe", noap
"beim ersten Gespräch bin ich einfach aus der Leitung geschmissen worden und beim zweiten Gespräch  hat das Gespräch nicht zu einer Lösung meines Problems geführt", noap
"der ganze der ganze Service sehr bescheiden", noap
"ich hab ein besonderes Problem  weil bei mir eine Installation nicht funktioniert hat ich hab das Gefühl dass die Berater inkompetent sind ich bin grad aus der Leitung geflogen ich bin seit mehreren Wochen ohne Internet  ohne dass mir jemand sagen kann ob ich das bezahlen muss und bin  äußerst unzufrieden und in Rage", kdsv
"ich hab ein besonderes Problem  weil bei mir eine Installation nicht funktioniert hat ich hab das Gefühl dass die Berater inkompetent sind ich bin grad aus der Leitung geflogen ich bin seit mehreren Wochen ohne Internet  ohne dass mir jemand sagen kann ob ich das bezahlen muss und bin  äußerst unzufrieden und in Rage", kmpt
"das Gespräch wurde noch nicht beendet ich hänge in der Leitung und möchte gerne wieder mit der Service verbunden werden deswegen bin ich unzufrieden wir sind noch nicht fertig ansonsten war die Dame sehr nett", untr
"ich habe keine Antwort auf meine Frage bekommen und wurde einfach abgehängt so eine Unverschämtheit ist mir noch nie passiert", untr
"seit einer Woche hab ich ein Internetanschluss und versuche erfolglos jemands ans Telefon zu bekommen bei Euch der mir hilft jetzt sollte ich verbunden werden und bin rausgeflogen weil alle Serviceberater im Gespräch sind das ist einfach eine Katastrophe", kdsv
"seit einer Woche hab ich ein Internetanschluss und versuche erfolglos jemands ans Telefon zu bekommen bei Euch der mir hilft jetzt sollte ich verbunden werden und bin rausgeflogen weil alle Serviceberater im Gespräch sind das ist einfach eine Katastrophe", knbr
"allgemein", noap
"wenn ich verbunden werde da möcht ich auch  sprechen mit dem  die andere Dame", knbr
"oder vier das kann ich schon sagen", kdsv
"es geht nicht  man wartet ewig am Telefon und im Grunde hilft kein im Grunde hilft niemand", kmpt
"ich wurde mit keinem Kundenberater verbunden ich habe niemanden aus Ihrem Serviceteam gesprochen", knbr
"meine Frage wurde nicht beantwortet", noap
"ich bin von einem zum andern geschickt worden ohne dass ich jetzt wirklich eine Lösung für ein Problem bekommen habe nämlich ein Modem was ich bestellt habe was nicht ankommt ich bin zum Servicecenter zum Versand wollte eigentlich auch noch mit dem Servicecenter und das hatt ich vorher auch schon gesagt noch etwas klären und  krieg dann von Versand zu hören dass ich einfach noch mal anrufen soll und der Versand Mitarbeiter war auch nicht unbedingt der freundlichste", kdsv
"ich bin von einem zum andern geschickt worden ohne dass ich jetzt wirklich eine Lösung für ein Problem bekommen habe nämlich ein Modem was ich bestellt habe was nicht ankommt ich bin zum Servicecenter zum Versand wollte eigentlich auch noch mit dem Servicecenter und das hatt ich vorher auch schon gesagt noch etwas klären und  krieg dann von Versand zu hören dass ich einfach noch mal anrufen soll und der Versand Mitarbeiter war auch nicht unbedingt der freundlichste", kmpt
"das Problem wurde noch nicht besprochen nicht gelöst wir wurden einfach  ich erwarte einen Rückruf", knbr
"Sprach Server hatte mich nicht verstanden", noap
"lange  lange Wartezeiten und dann meldet sich keiner", kmpt
"lange  lange Wartezeiten und dann meldet sich keiner", knbr
"ich habe keinen Service erhalten und bin direkt bei der Umfrage gelandet", knbr
"Servicemitarbeiter ist nicht auf das Problem eingegangen", kmpt
"ich habe eine Dame am Telefon gehabt und wollte Ihr darstellen was bei uns gerade los ist keine Verbindung mehr nichts die hat aufgelegt die hat einfach aufgelegt und sich mein Problem noch nicht mal angehört  das hab ich noch nie erlebt ich war freundlich und nichts aufgelegt das macht einen dann sehr unzufrieden wenn die Leitungen auch gerade tot sind Telefon und Internet nach sieben Monat Wartezeit als Kunde danke trotzdem", kdsv
"ich habe eine Dame am Telefon gehabt und wollte Ihr darstellen was bei uns gerade los ist keine Verbindung mehr nichts die hat aufgelegt die hat einfach aufgelegt und sich mein Problem noch nicht mal angehört  das hab ich noch nie erlebt ich war freundlich und nichts aufgelegt das macht einen dann sehr unzufrieden wenn die Leitungen auch gerade tot sind Telefon und Internet nach sieben Monat Wartezeit als Kunde danke trotzdem", untr
"Gespräch das Gespräch war noch nicht beendet", untr
"man erhält jedes Mal wenn man bei der Telekom anruft speziell Rechnungsstelle und dergleichen andere Auskünfte  Rechnungen die überhaupt gar nicht ankommen weil eine falsche Hausnummer draufsteht Telefone die dann trotzdem gesperrt werden  alles in einem extrem unbefriedigend und ja die Familie überlegt sich jetzt auch einen anderen Anbieter zu suchen vielen Dank  kann gerne zur Kenntnis genommen werden danke", kdsv
"ja meine Frage wurd gar nicht beantwortet ich wurde rausgeschmissen", knbr
"die  Serviceleistung zwischen dem Telekom Laden in  und dem  Provider  funktioniert nicht weil die Faxe scheinbar untereinander überhaupt nicht ankommen das Ganze findet seit  zwei Wochen so statt und ich möchte eigentlich von meinem  Vertrag mit Blackberry bold zurücktreten nachdem ich jetzt zum dritten Male  dieselbe Fehlermeldung habe und die nicht repariert werden kann ich hab eine Möglichkeit  des Rücktritts und ich möchte das gerne umsetzen es ist schon wieder nichts passiert", kdsv
"ich wurde kurz abgefertigt und vorher hab ich zehn Minuten gewartet", kmpt
"ich wurde kurz abgefertigt und vorher hab ich zehn Minuten gewartet", kmpt
"ja der Hörer wurde zwar abgenommen es hat sich keiner gemeldet ich hab mich ein paar mal mit hallo gemeldet aber es kam kein kein Gespräch zustande", knbr
"ich wurde gar nicht erst verbunden", knbr
"man hat  mittendrin aufgehört das Gespräch und meine Antwort wurde nicht beantwortet also ausversehen aber ja das war eigentlich", untr
"ich hab ein Problem angesprochen wurde in die Warteschleife zwei Minuten versetzt und dann einfach aus der Leitung geschmissen das eine Frechheit", untr
"die ganze Bearbeitung des Auftrags unter der Kundennummer  ist sehr sehr bescheiden", noap
"ich warte seit  zehn Minuten na sagen wir mal fünf bis zehn Minuten darauf dass ich mit dem Servicetechniker verbunden werde stattdessen werd ich in eine ach Kundenbefragungs Schleife geleitet sehr schlecht", kmpt
"schriftlich wurde um Bestätigung eines Rücktrittes gebeten angekommen ist von Ihnen eine Auftragsbestätigung diese Formulierung ist äußerst unglücklich gewählt für jemanden der nicht tagtäglich Rechnungen und Schreiben durchliest", kdsv
"ich rufe jetzt zum dritten Mal an und bin immer noch nicht zu einem Mitarbeiter durchgestellt worden", knbr
"ich hab eine Nachfrage gestellt bezüglich eines Betrags was mir von der T-Com abgebucht von T-Mobile Deutschland halt abgebucht wurde das waren neun Euro sechs und sechzig die Dame am Telefon konnte mir hierüber keine Auskunft geben und war auch nicht bereit mich eben  zu binden an Ihren Vorgesetzten um eben diese Frage hin klären zu können", kdsv
"ja ich bin Mitten im Gespräch aus der Leitung geflogen ich hab gar keine Auskunft bekommen", untr
"ich sollte vermittelt werden aber entweder wurd ich nicht vermittelt oder wurde dort wo ich vermittelt   hinvermittelt wurde gleich weggedrückt zumindest bin ich gleich hier bei der Nachfrage gelandet", knbr
"ich sollte verbunden werden und bin jetzt bei einer Umfrage ich möchte verbunden werden", knbr
"Saftladen ich werde das Ganze in der Bildzeitung leiten der ganze Vorfall und jetzt", kdsv
"Saftladen ich werde das Ganze in der Bildzeitung leiten der ganze Vorfall und jetzt", kdsv
"Sie haben das Beratungsgespräch unterbrochen", untr
"ich hab", knbr
"lange Wartezeiten mehrmaliges Anrufen weil immer wieder besetzt war leiten immer nur mit einer mechanischen Stimme sprechen nie mit einem persönlich dauert Ewigkeiten bis man da mal verbunden wird dann teilweise inkompetent am andern Ende  sowie bei Handy als auch bei Festnetz bei $G Home genauso  wir hatten Videoaufnahmen die wurden komplett gelöscht durch   inkompetente Beratung Ihrerseits ja kann ich vieles noch  aufzählen jetzt mal", kmpt
