@relation tinkaEmo
@attribute text string
@attribute class {neutral,worry,angry,happy}

@Data
'hallo! können auch eu-bürger mit wohnsitz außerhalb österreichs einen handyvertrag schließen?',neutral
'wie kann ich ihnen eine rufnummernmitnahme mitteilen?',neutral
'was muss ich nach einer vertragsübernahme bezahlen',neutral
'ich würde gerne meinen vertrag mit einem fairphone 2 verlängern. es geht aber leider nicht - wa skann ich tun?',neutral
'kann ich einen vertrag vor ende verlängern?',neutral
'Bin eingeloggt - wo finde ich die Anmeldung für eine Zusatzkarte?',neutral
'Hallo ich habe eine Frage zu meinem LTE Internet Vertrag.',neutral
'wenn mann schon zwei verträge hat kann mann bei euch noch ein drittes machen ?',neutral
'achso ok ja das problem ist das der vertrag über mich läuft da er keinen machen kann wegen schufa einträgen. Aber vielen dank für die Info',neutral
'hallo  ich habe eine frage bezüglich meines vertrages',neutral
'Meine Frage: Was kann ich mit meinen Treueflamingos machen ohne meinen Vertrag zu ändern?',neutral
'Bzw. neuen tariff + iphone 7 plus 128 gb',neutral
'Geht für mich auch der Unlimited DataADVANCED {Potentielle_ID} inkl USt. mit Office Net Router. 0€ da ich selbstständig bin?',neutral
'Werde es mir noch überlegen und mit anderen Anbietern vergleichen.',neutral
'Ich habe jetzt t mobile vertrag mit handy',neutral
'Mein vertrag endet am {Potentielle_ID}. Das heißt ich bin spät dran?',worry
'Weil es steht ja nicht da das es nur für Neukunden ist es ist ein Kombibonus umd sollte auch bei mir möglich sein...',angry
'Kommen aktivierungskosten auch dazu?',neutral
'ich habe allerdings eine Frage zum Vertrag von meinem Vater',neutral
'"Ich hätte ihn Erwägung gezogen meinen Vertrag zu verlängern. Nun habe ich gesehen das ich Flamingos"" besitze. Was bringen mir dir?"',neutral
'tarif wär wohl der L am günstigsten oder?',neutral
'ok und noch eine Frage darf ich fuer mich 2 vertrag an melden?',neutral
'"Ich habe dZt . ""Home Net {Potentielle_ID}""  da wird ab einer bestimmten Datenmenge auf LANGSAM geschaltet."',angry
'ja klar. also nach der anmeldung bekomme ich noch mal eine aufforderung unterlagen nachzureichen?',neutral
'und die bindung ist 24 monate?',neutral
'wenn ich nen Turbo und nen Light nehme was sind da für Konditionen für mich verfügbar?',neutral
'Und das kostet mich dann nichts oder?',neutral
'ich weis es auch nicht dan muss ich mich um einen anderen Vertrag umschauen',worry
'aaah okay danke gibts es eigentlich ausser den SML Tarifen noch andere Tarige mit Smartphone?',neutral
'Keine anung was können sie mich gegeben kann ich machen neue vertrag mit neue hendy',neutral
'muss ich auch bei einer Vertragsverländerung eine Tarifwechselgebühr zahelen?',neutral
'Der Vertrag würde auf mich laufen',neutral
'ich habe mir das Samsung Galaxy S5 Neo ausgesucht mit dem Tarif Monster plus. Bei Vertragsverlängerung kostet mich das Handy EUR {Potentielle_ID} und die Grundgebühr EUR {Potentielle_ID}',neutral
'Was könnte Sie uns anbieten?',neutral
'Seien Sie so nett und erkundigen Sie sich bitte. Ich habe meinen Vertrag mit meinem 2. Teleringnummer im Juni schon verlängert. Die Konditionen wurden mir von {Emailadresse} geschickt. Anscheinend kann ich nicht an diese E-Mail-Adresse mailen.',neutral
'Habe einen Vertrag bei Ihnen welcher abgelaufen ist. Möchte ein neues Handy mit mindestens den selben Konditionen und Tarif',neutral
'wieso kann ich nicht alle handys bei der vertragsvelängerung auswählen',neutral
'nein ein vertrag wird nicht gehen',neutral
'Ich habe gerade von der Service-Hotline erfahren dass ich bei meinem Vertrag JUHU aktiviert habe ({Telefonnummer}).',neutral
'bei Monster plus erspare ich mir die aktivierungskosten?',neutral
'Sind die Download und Upload Werte versprochen? habe naemlich ein UPC vertrag',neutral
'Bis Dezember ist klar war ja bei Vertragsabschluss bekannt:',neutral
'kann ich jetzt bei Ihnen das machen weil ich habe noch nicht so bestellt',neutral
'Wie sieht das aus ich muss mir dann eine komplett neue Nummer nehmen oder ?',neutral
'ich hab noch minus Flamingos und kann bei einer Vertragsverlängerung keinen Tarifwechsel machen! Können mir diese minusflamingos kostenlos weggebucht werdenß',neutral
'Guten Tag {Name}. Ich ziehe kommende Woche zurück nach Österreich nach mehreren Jahren in Berlin. Bin auf der Suche nach einem Telefonvertrag der jedoch auf die Firma als Firmenhandy laufen soll.',neutral
'ja denn so kann ich sehen ob der LIGHT reicht oder ich den TURBO nehme... mir wurde gesagt dass ich das so testen kann',neutral
'ach und wenns geht ins 3 netz frei',neutral
'ich bin bestehender Kunde und habe noch einen Vertrag welcher einen Deezer unlimited zugang beinhaltet.',neutral
'"Es steht nämlich bei der Bestellung ""50MB+SSD"" und nicht unlimitiert wie in meinen aktuellen Vertrag"',worry
'Der Vertrag ist schon ausgelaufen...',neutral
'und wie ist es mit aktiverungskosten',neutral
'ja der vertrag ist noch aktiv',neutral
'{Telefonnummer} mit aktuell 644 Flamingo',neutral
'Hallo Ich bin die Hatice. Mein Vertrag läuft mit {Potentielle_ID}. aus und ich möchte zu einem anderen Netzanbieter wechseln.',neutral
'Ich möchte mein Internetschutz abmelden. Wie kann ich das tun?',neutral
'ich wurde gerne meinen Vertrag verlängern bzw. wechseln.',neutral
'Ich habe schon einen Tarif mit Bindung bis Juli {Potentielle_ID} gehabt dann habe ich mich provisorisch für einen Tarif ohne Bindung entschieden.',neutral
'"Mein Vertrag ist schon länger ausgelaufen und ich habe das Angebot für Neukunden entdeckt ""MY MOBILE"',neutral
'Folgendes: ich würde gerne meine Vertrag verlängern und wollte das auch Online erledigen nur bin ich doch etwas überrascht über die Vertragswechselgebühr. Ich weiß schon das ich von einem teureren in einen billigeren Vertrag wechsle aber nach 17 Jahren T-Mobile Kunde hätte ich da vielleicht auf etwas Entgegenkommen gehofft',angry
'Ich habe einen Member-Tarif und wollte fragen ob es für mich vergünstigte Handytarife gibt!',neutral
'jetzt nicht aber ich könnte meiner oma bzw ihrer tochter dann erklären was zu tun ist. die wollen sich nicht selbst informieren. um den vertrag online abzuschließen bräuchte sie ja ihr kindenkennwort. an dieses kann sie sich nicht erInnern deshalb meinte sie sie wolle ihre tochter zum teleringshop schicken. meine frage ist ob aktivierung und datengerät auch bei vertragsabschluss im shop kostenlos wären.',angry
'wollte mich bezüglich - my homenet unlimited Angebot informieren',neutral
'ist es möglich meine Verträge auf die 3 GB anzupassen',neutral
'Ok werde dann meinen Vertrag suchen und schauen ob etwas zu finden ist. Vielen Dank',neutral
'Den Vertrag habe ich schon ca 10 Jahre - da fehlt mir etwas das Wissen für sowas :)',neutral
'Ich suche einen Handy Vertrag um ca. 20€.',neutral
'okay ich kann ja offiziell vertragspartnerin sein',neutral
'könnt ihr mir ein angebote wie ein mitbewerber machen für ein iphone mit 32gb um einmalig € 50.-- - bin inzwischen langjähriger kunde',neutral
'hallo - ich möchte herausfinden welchen tarif genau wir bei unserem lte cube haben',neutral
'sie werden doch wissen ob in diesem tarif freiminuten enthalten sind oder nicht=??',angry
'Oki das ist falsch ich konnte die Adresse Online leider nicht ändern',angry
'Mein Kontoauszug sagt nur leider was anderes. - Ist möglicherweise ein Wechsel in den anderen Tarif möglich bei Verzicht auf den Bonus?',neutral
'Hallo ich besitze einen telering Tarif aber möchte bei tmobile Tarif zulegen weil der telering Vertrag abgelaufen ist. Kommen zusätzliche Kosten dazu wenn ich den Wechsel wage?',neutral
'hallo tinka ich bin {name}. ich bin geschäftskunde kann ich den neuen juhu vertrag nutzen?#',neutral
'ich habe eine frage zu membertarifen. erinnere ich mich richtig ist es möglich auch für ein familienmitglied einen member-tarif anzumelden',neutral
'hallo tinka seit einiger zeit überlege ich den internet-anbieter zu wechseln die beiden t-mobile tarife turbo u light',neutral
'hallo tinka ich würde gerne wissen ob das paket my home net light für euro {potentielle_id}. auch unliniiert ist?',neutral
'suche für das app die freieinheiten',neutral
'was kost die rufnummer mitnehmen',neutral
'ich möchte gerne meinen tarif verschenken da ich nicht mehr in österreich wohne. dahe möchte ich um eine produktbeschreibung zu',neutral
'geändert wurde (bei letzter vertragsänderung)',neutral
'oder erstmals bei aktivierung bezahle ich geringer?',neutral
'warum muss man die adresse eingeben um flamingos einzulösen?',angry
'welche tarife bieten sie an wenn ich von a1 zu t-mobile wechseln möchte?',neutral
'ich habe eine frage bezüglich meines vertages?',neutral
'wenn das datenvolumen bei surfklax aufgebraucht ist',neutral
'ich möchte meinen nachnamen ändren',neutral
'wie heißt mein tarif?',neutral
'möchte gerne eu 250 paket',neutral
'"ich habe von tmobile den wlan internetzugang; habe ich da auch eine kostenlose cloud dabei zum speichern von texten?"',neutral
'meinem tarif und dem internet ansuchen. können sie mir diese zumailen?',neutral
'flamingos gegen guthaben tauschen',neutral
'hallo kann ich meine flamingos einlösen bei vertragsverlaengerung',neutral
'ok also ein mal im jahr 16 euro?',neutral
'rufnummer mitnehmen auch bei wertkarte',neutral
'hallo! ich habe einen t-mobile internetvertrag und weiß leider meine rufnummer nicht mehr. ich kann den vertrag nicht mehr finden.',worry
'mein t-mobil vertrag {potentielle_id} läuft noch bis 15.12.2016 ab wann kann ich',neutral
'Habe eine Frage zum Zusatzpaket Speed Boost LTE 150 wollte dieses gerade testen kann es aber nicht aktivieren. Geht das nicht bei meinem Tarif?',worry
'möchte für meine tochter ein vertrag',neutral
'Habe Lage über die Verlängerung nachgedacht und jetzt doch entschieden',neutral
'ok das heist online bonus verfällt member bonus kann ich immer wieder aktualisieren',neutral
'Gibt es zu meinem Tarif eigentlich irgendwelche Vergünstigungen auf ein neues Handy?',neutral
'"Wenn ich unter Stammdaten und Services Zusatzpakete und Sperren ändern klicke kann ich nur neue Services kaufen aber keinen Service ""abmelden"""',neutral
'Ok! Also besser bei ihnen! Das problem das ich habe ist das wenn ich a1 abmelde kann ich jicht mehr fernsehehn!',worry
'Meine Adresse stimt nicht mer',neutral
'Danke bestelle aber erst am Abend! Falls ich später noch Fragen hätte probier ich es einfach nochmal über den Chat!',neutral
'Ich hätte eine Frage bzgl. meiner Vertragsverlängerung diese wäre ab 01.09.2016 möglich. Kann ich diese jetzt auch schon machen und aus welchen Handys könnte ich wählen? Gibt es die Möglichkeit mir eine Liste der Endgeräte zukommen zu lassen?',neutral
'Ich habe den JUHUU Tarif',neutral
'ich möchte wissen ob bei der HomeNet Box einen mindestlaufzeit im Vertrag enthalten ist?',neutral
'"verstehe ich trotzdem nicht daß bei der vertragsverlängerung der bestehende kombibonus einfach verloren geht; mir wurde damals gesagt dass der kombibonus soll lange gültig ist solange ich mehrere tarife auf mich angemeldet habe"',angry
'ich habe einen mitarbeitertarif von der uni innsbruck',neutral
'Das heißt ich Kriege eine neue? Nur wenn ich den Tarif ändere',neutral
'Ich habe einen Businessvertrag.',neutral
'Ja und auch um die zweite was auf meinen namen läuft',neutral
'Ohne bindung kann ich den jederzeit abmelden',neutral
'"ist mein alter Tarif ""besser"" als die neuen? wäre es klug oder unklug auf einen neuen umzusteigen?"',neutral
'Hallo habe interesse an einem Tarif ohnen Bindung mit MiniPUR .Voraussetzung wäre eine Rufnummern wunsch. Folgende Nummer : {Telefonnummer} wird gewünscht ist dies möglich ?',neutral
'kann ich nicht gleich eine Microsimkarte zum Vertrag dazubekommen?',neutral
'brauche aber mehr als 100 min',neutral
'braucht man zusätzlich zum startpaket ein guthaben',neutral
'Unter My telering und Tarifverlängerung konnte ich mir kein Handy auswählen.',neutral
'{Name}h. in meinem noch bis {Potentielle_ID}. laufenden Vertrag sind Sie wertlos?',worry
'ich hätte gerne einen billigeren Tarif',neutral
'Vielen Dank ich werde es mir noch überlegen wegen der Wunschrufnummer',neutral
'Habe eine Frage zur Vertragsverlängerung.',neutral
'Und ohne Vertrag hab ich den Vorteil dass es günstiger ist aber ich kann jederzeit Umsteigen. Meinen Sie das?',neutral
'ich habe eine frage zu meinem vertrag aber wenn ich diese option ausgewählt habe bin ich immer in einer sackgasse gelandet',worry
'Reicht auch die Kundennummer?',neutral
'ok das ist dieses monat einmalig? ab nextem monat sind es dann nur mehr 30 euro bruto?',neutral
'ich habe eine frage bezüglich des internets für zuhause um € 25',neutral
'hi mein name ist {Name} ich interesiere mich für telefon Tarif mit LTE',neutral
'ok danke. weiters möchte ich für meinen sohn einen vernünftigen vertrag oder wertkarte sollte nicht zu teuer sein und falls er das handy verliert evtl. auch keine vertragsbindung. gibt es sowas? bräuchte aber auch ein handy',happy
'kann ich theoretisch heute noch die neumanmeldung im shop machen?',neutral
'hette da mal eine frage bin am überlegen ein Tele ring kunde zu weden',neutral
'ok ...noch eine frage ...ich habe telering internet ...gehört telering und t-mobile ja zusammen ...kann ich dann ohne gebühren etwa das telering internet abmelden oder muss ich dass bis zum nächsten jahr weiterlaufen lassen ?',neutral
'warum sind meine flamingos nicht mehr bei meiner kundennummer vorhanden',neutral
'habe ich dann für 4 wochen internet?',neutral
'hallo ich habe mein kundenkennwort vergessen',neutral
'was ist die mindestvertragsdauer ei turbo ?',neutral
'wenn ich jetzt eine rufnummernmitnahme online beantrage bekomme ich dann heute noch die bestätigung per mail gegesandt',neutral
'gibt es rabatt für unter 30',neutral
'suche tarif für {potentielle_id} min und 2gb daten higspeed + {potentielle_id} sms und 300 min europa?',neutral
'hallo! wenn ich bei euch online einen vertrag abschließe ab wann beginnt dann die laufzeit?',neutral
'"hallo tinka! was heißt das ""online rabatt"" {potentielle_id} aktivierungskosten sparen....beim produkt my homenet unlimited light?"',neutral
'geht der biherige-alte vertrag-ohne verlust der 20 gb gegen € {potentielle_id} weiter und habe ich durch das zusatzpaket 10 gb datenvolumen mehr zur v',neutral
'der beinhaltet 200 min inkl..',neutral
'nummernmitnahme von altem t-mobiletarif auf neu anzumeldenden t-mobile/membertarif möglich?',neutral
'gibt es vergünstigungen für gewerkschaftsmitglieder?',neutral
'wie kann ich meine alte rufnummer behalten',neutral
'und wie lange habe ich zeit den vertrag zu verlängern? oder gibt es da keine frist?',worry
'können sie mir bitte meine tarifeinheiten schreiben wieviel gb und auslandsminuten ich habe( {telefonnummer})',neutral
'guten tag ich möchte meinen vertrag ändern',neutral
'gibt es eine wertkarte ohne internet',neutral
'fallen die aktivierungskosten nur online weg?',neutral
'warum habe ich mit meinen 6gb nicht 6gb lte sonder 3g',worry
'ist megaklax lte und surfklax lte als wertkarte erhältlich',neutral
'hallo!kann ich megaklax lte aktivierenoder muss ich eine neue sim karte kaufen?',neutral
'kann ich meine rufnmmer mitnehmen',neutral
'ich muss den widerspruch schriftlich machen',neutral
'mehrere rufnummern im vertrag anmelden',neutral
'meine acoount ist gespertt',angry
'wo kann ich nachschauen wenn ich mal gesperrt war zum anmelden',neutral
'seit wann genau bin ich bei t-mobile bzw. seit max bin ich es?',neutral
'i {name} bought a voucher 10€ to top up my card and get 5gb of data on my surfklax card. i sms te',neutral
'ist das neue lte internet teurer als das normale? und ändert sich dadurch der vertrag.kann man es auch mit einem älteren laptop empfangen?',neutral
'kann ich bei einem datenvertrag mittels verlängerung ein handy beziehen',neutral
'kann ich zu meinem tarif das norton 360 nicht anmelden?',neutral
'nach verbrauch des datenvolumens ist eine gedrosselte verfügbarkeit vorhanden?',neutral
'wie viel kosten die aktivierungskosten im online tarif bestellung?',neutral
'ich kann ab heute meinen vertrag verlängern ich würde gerne meinen derzeitigen tarif beibehalten und ein handy nehmen',neutral
'und wie kann ich mich abmelden?',neutral
'gibt es zum homenet auch ein virenprogramm?',neutral
'ich möchte wissen wieviel datenvolumen ich bereits verbraucht habe',neutral
'wofür kann ich flamingos einlösen',neutral
'ab wie vielen flamingos kann man sich ein handy kaufen',neutral
'weiß meinen pul code nicht',neutral
'warum habe ich eine telefonnr. von der ich nichts weiß die nummer ist {telefonnummer}',worry
'mein vater hat einene vertrag bei ihnen. leider findet er seinen pin code nicht mehr. wie sollen wir vorgehen?',neutral
'hallo wir bräuchten einen vertrag mit möglichst großem datenvolumen am besten 30 gb unlimitiert mit {potentielle_id} min nach katar.',neutral
'sim lock kosten',neutral
'wie ist die versanddauer',neutral
'ist meine bestellung schon {potentielle_id}',neutral
'hallo ich würde gerne meinen vertrag verlängern. wieviele bonuspunkte ich habe?',neutral
'brauch nur internet wertkarte',neutral
'bekomme ich auch im shop den tarif um {potentielle_id} oder nur im internet',neutral
'wie lange läuft der vertrag',neutral
'hallo wie kann ich meine nüf von t-mobile bekoomen. mein vertrag läuft am {potentielle_id}. aus und ich möchte meine rufnummer mitnehmen',neutral
'warum muss man aus dem flamingo bonusprogram aussteigen',neutral
'ich habe mein wertkartenhandy mit 20-- aufgeladen ist da kein datenvolumen dabei?',neutral
'sind die freiminuten bei einem tarifwechsel für alle netze gültig?',neutral
'vertragsverlängerung wann ist das samsung a3 verfügbar',neutral
'wie kann ich jemanden aus dem wlan entfernen',neutral
'nein ich will ganz einfach eine neues iphone kaufen und will wissen was meine punkte zählen',neutral
'sehr geehrte damen und herren. ich habe bei ihnen einen vertrag laufen jedoch verwende ich die nummer nicht mehr und weiß sie daher auch',neutral
'habe ich bei meinem tarif zusatzservices wie z.b. ein billiges smartphone dabei?',neutral
'hallo! wie hoch sind die aktivierungskosten? habe eine teleringnummer die ich gerne mitnehmen möchte.',neutral
'was kostet der tarif',neutral
'welcher tarif ist der günstigste?',neutral
'wie erfahre ich meinen pin',neutral
'kann ich extreme internet probeweise bestellen?',neutral
'wie lange läuft mein vertrag noch',neutral
'muss ich die memberbestätigung als bestehender kunde im shop abgeben oder kann ich diese direkt an die angeführte mailadresse senden',neutral
'umstieg von weltkarte auf vertrag',neutral
'gibt es eine übersicht welche handys für 0 euro zu haben sind bei vertragsverlängerung mit dem alten tarif ?',neutral
'ist die aktion noch gültig?',neutral
'ich wuerde gerne wissen ob es eine moeglichkeit gibt sich als bestandskunde die tarifwechselgebuehren zu erspaaren bzw gutgeschrieben',neutral
'halten sie bei den tarifen mit anderen anbietern mit?',neutral
'ist der zweite sim-karten-slot vom fairphone freigeschalten für anderen mobilfunk-anbieter?',neutral
'internet- und handyvergünstigungen - bezieht sich die vergünstigung auch auf ein wertkartenhandy?',neutral
'was bedeutet mediencenter 50gb (angemeldet)',neutral
'gibt es dafür ein gratis probezeitraum',neutral
'kann ich den kombibonus auch bekommen wenn ich schon zwei tarife bei ihnen habe?',neutral
'gibt es ab heute neue tarifeß',neutral
'welchen vertrag mit welchen leistungen habe ich jetzt',neutral
'ich habe eine frage zum einem tarif',neutral
'was kann ich mit den flamingos anfängen?',neutral
'treue-spezial 15 - vertrag',neutral
'kann ich die flamingos vom vertrag was ich kündigen will auf denn anderen vertrag übernehmen?',neutral
'ich bräuchte bitte ein nüv-formular können sie mir eines mailen?',neutral
'warum habe ich keinen freien tarifwechsel trotz aktueller guthabenaufladung?',neutral
'klax total habe ich und möchte es behalten',neutral
'was ist unlimited max',neutral
'ich möchte meinen vertrqag',neutral
'5 karten auf einmal bestellen geht das?',neutral
'wie geht die wunschnummeranmeldung',neutral
'da ich bei dem home net nur 70gb dabei hab und diese aufgebraucht sind und ich die möglichkeit hab den vertrag zu wechseln werden die f',neutral
'zusätzlich daten volumen kosted',neutral
'gibt es die möglichkeit turbo mit einem handyvertrag zu verbinden?',neutral
'hallo meine schwester hat heute gechatet und plötzlich bekam sie eine nachricht das sie ein abo abgeschlossen hat',worry
'hallo tinkawarum bleibt bei juhu ein gerätepreis über?war nicht in der werbung von euch dass man nach eunem jahr gratis upgaten kann?',worry
'hey wo kann ich nachschauen wie lange mein vertrag noch geht',neutral
'wegen einer neuanmeldung ob es da bei euch partnertarife gibt weil ich würde 2 handys anmelden obs da angebote gibt und ob das gehen würde',neutral
'wie sperre ich mein internet?',worry
'ich habe zwei verträge was tun',neutral
'hi. ich habe seit 14 tagen einen lte anschluss/produkt turbo. nachdem ich durchschnittlich etwa 20 mbit download schaffe würde das light',neutral
'hallo ich kann leider für meine nummer keine freizeichentöne abonnieren. was kann ich tun?',neutral
'welche samsung sartphones können sie bei vertragsverlängerung kostenlos anbieten?',neutral
'wie komme ich zu einer nano sim karte? habe derzeit eine micro sim karte.',neutral
'ich möchte die mehrwertdienste sperren komme jedoch nicht auf die gewünschte website.',worry
'hatte eine wertkarte kein vertrag',neutral
'hallo was wäre der günstigste tarif wenn ich mir ein samsung galaxy s7 edge mit neuanmeldung kaufe?',neutral
'ich benötige den entsperrcode für mein htc 8x',neutral
'sind mehrwertdienste bei mir gesperrt?',neutral
'wie kann ich meine rufnummer ändern bzw. ändern lassen?',neutral
'wenn ich schon bei t-mobile einen vertrag habedarf ich noch eine übernehmen?',neutral
'hallo ich hätte eine frage zu den wertkarten tarifen',neutral
'homenet extreme 10 mbit',neutral
'wann bekommt man ein neues handy?',neutral
'wie lange geht der vertrag',neutral
'ich möchte ein neues handy aber vertragsverlängerung ist erst im oktober möglich was nun',neutral
'hallo ab wann kann ich eine neues handy mit vertrags verlängerung haben?',neutral
'basispaket {potentielle_id}',neutral
'meine freiminuten sind weg',neutral
'member bonus nur für hauptvertrag',neutral
'wenn ich diesen verlängern will erscheint ein neuer preis von {potentielle_id} vorher habe ich nur {potentielle_id} bezahlt warum ist das so?',worry
'kann ich meine alte nummer behalten wenn ich eine nano sim karte',neutral
'ich brauche den vertag',worry
'internetvertrag an freundin über tragen ist das möglich?',neutral
'wie kann ich die agb akzeptieren',neutral
'in turbo packet ({potentielle_id}-€ / mnt) sind die 20-€ jährliche kosten schon mit dabei oder kommen sie dazu?',neutral
'was kann ich mit flamingos bekommen',neutral
'ich möchte ein neuen vertrag dazu mit einen neuen telefon',neutral
'bei travel and surf large habe ich unlimitiert internet jedoch eine drosselung nach 800mb oder?',neutral
'gibt es auch eine eigene emailadresse?',neutral
'ist die ura einmalig zu bezahlen oder monatlich?',neutral
'habe frage über datennutztung',neutral
'ich möchte gerne wissen wie lange mein vertrag dauert möchte neues handy',neutral
'ich hätte würde bei t-mobile gerne eine neu anmeldung machen doch hätte gerne den juhu tarif',neutral
'wann ist mein vertrag abgelaufen',neutral
'hallo! wie funktioniert das wie ich will-prinzip genau? ab wie vielen jahren bzw. bei welchen tarifen bekommt man den stammkundenbonus?',neutral
'gilt der gpa member tarif auch beim li',neutral
'wie kann ich 2 bestehende verträge zusammenführen?',neutral
'hallo ich bin {name} und schon lange t-mobile kunde. jetzt schließe ich mit einem bekannten einen neuen vertrag ab.',neutral
'welchen tarif nutze ich?',neutral
'mein flamigos guthaben finde ich nicht',neutral
'hallo ich möchte einen neuen vertrag. ist eine rufnummermitnahme von drei möglich?',neutral
'hallo kann man deezer 3 monate kostenlos testen?',neutral
'also ich wollte von telering zu tmobile wechseln',neutral
'nun würde ich gerne den vertrag wiederauflaben ist das möglich',neutral
'gibt es einen online bonus',neutral
'surfe ich bereits im neuen tarif?',neutral
'was ist klar start paket welche freiminuten hat mann da?',neutral
'sind da keine freiminuten und sms inkludiert?',neutral
'was beträgt meine aktuelle rechnung',neutral
'wann weiß ich ob der vertrag akzeptiert oder abgelehnt worden ist?',neutral
'ich bekomme zur zeit für meine vertragsverlängerung 77€ gutschrift für meinen tarif. nun würde ich gerne wissen ob diese 77€ die flaming pun',worry
'wann läuft mein vertrag ab ?',neutral
'hallo ich informiere mich gerade über handypreise bei vertragsverlängerung. dabei ist mir etwas seltsame aufgefallen',neutral
'können sie mir bitte sagen wie lange die bindung bei meinem mobilem internet noch läuft?',neutral
'hallo ich hab im februar einen neuen vertrag gemacht und den mittleren tarif genommen und war seit dem schon zweimal im ausland',neutral
'kann ich mit 14 einen tarif aufnehmen',neutral
'ich wollte wissen ob bei meinem vertrag eine geräteversicherung dabei ist da mein handy bei einem {dict-entry} beschädigt wurde.',worry
'mein konto ist gespert',angry
'wie hoch ist der selbstbehalt bei der premiumschutz handyversicherung - abgeschlossen im november {potentielle_id}',neutral
'wie lange dauert eine bestellung bei vertragsverlängerung',neutral
'hallo ich habe den tarif my mobile light i 5/15. weiß jetzt leider nicht mehr ob mein internet begrenzt ist können sie mir das sagen?',worry
'hallo ich habe eine frage bezüglich tarifwechsel derzeit haben wir den terif home net m 11/13 i und würden gerne auf home net unlimited',neutral
'hallo ich möchte meinen sohn der am 10.02.2016 18 jahre wurde den vertrag hier übergeben wie macht man das ?',neutral
'daten im tarif deaktivieren',neutral
'bin neukundin möchte gerne vertragshandy welche angebote gibt es?',neutral
'wie lange dauert die umstellung des tarifes',neutral
'eine freundin ist von deutschland nach österreichgezogen und möchte einen handytarif abschliessen hat aber ein deutsches bankkonto',neutral
'wie kann ich einen t-mobile vertrag abmelden?',neutral
'guten morgen lte gilt für jeden tarif? auch für uralttarife?',neutral
'hallo wenn ich möchte operater wechsel kann ich alte nummer halten. danke lg {name}',neutral
'ich will tarife sehen',neutral
'hallo wenn ich meinen tarif jetzt wechsle bedeutet das für mich eine erneute vertragliche bindung oder bleibt mein bisheriger vertrag?',neutral
'wie komme ich an ein benuterkennwort für bestehenden vertrag?',neutral
'meine kreditkarte hat sich geändert... wo muss ich die neuen daten eingeben?',neutral
'hi ich kann meinen vertrag nicht so verlängern wie ich will',worry
'an welche nummer aendere ich mir startpaket',neutral
'bekommt man einen rabatt wenn man sich für ein smartphone mit vertrag und einem homenet entscheidet?',neutral
'wie sind die tatsächlichen kosten ohne zusatzpakete bei dem tarif my mobile light i',neutral
'und wo kann ich sehen wieviel ich für das handy bei meinem tarif zahlen würde??',neutral
'ist das datenvolumen wirklich unlimitiert?',worry
'hallo ich möchte telefonnummer bei mobile wechseln',neutral
'wird die member mitgliedschaft im falle einer scheidung aufgehoben',neutral
'wie lange dauert meine bestellung',neutral
'wann beginnt mein vertrag zu laufen? bereits mit der aktivierung?',neutral
'hallo ich würde mir sehr gerne ein iphone 6 s+ zulegen und einen neuen vertrag bei euch wie viel würde der vertrag mit dem handy kosten?',neutral
'smart net unlimited m i {potentielle_id}',neutral
'sind bei einem alten tarif anrufe zu privaten netzen (vorwahl 05 oder 07) enthalten?',neutral
'ich habe schon ein tarif gehabt  wie kann ich wieder das selbe tarif haben ?',neutral
'habe ich bei my mobile light jetzt 3 oder 6 gb?????',neutral
'was heisst von wertkarte auf vertrag umsteigen?',neutral
'verbraucht deezer mein datenvolumen?',worry
'aufladen per ladebbon?',neutral
'steigt da jetzt die versicherung aus wenn ich diese nummer nicht habe?',worry
'hallo ich ziehe in erwägung meinen vertrag ink. neuem handy zu verlängern leider finde ich nicht die abbrechnung mit flamingos',neutral
'ichhab grad einen welcome sms bekommen dass meine mobile nummer jetzt für einen herrn {name} genutzt werden kann??? fehler? fake?',worry
'warum muss ich als langjähriger kunde mehr für das gleiche produkt bezahlen??',neutral
'hallo. wollte für meine tochter ein handy dazu melden zu meinen vertrag. was gibt es da für sn gebote?',neutral
'kann sich von t-mobil jemand mit mir in verbindung treten der mir ein angebot machen kann',neutral
'was ist das tmobile basispaket? im bezug auf die versicherung',neutral
'wieso kann ich juhu nicht auswählen bei den zusatzpaketen',neutral
'was ist mein aktueller tarif',neutral
'ich möchte ein anbot für handytarife jugentliche',neutral
'an welche mailadresse kann ich änderungen von kundendaten schicken?',neutral
'möchte meine nummer mitnehmen',neutral
'wie schaut es mit einer kündigung des vertrages aus?',neutral
'das problem ist das ich nichts mehr finde da ich diesen vetrag schon 4 jahre oder länger habe!',worry
'bekomme ich bei t-mobile auch einen vertrag ohne ein smartphone zu nehmen?',neutral
'lieferkontakt: was soll ich bei kontakt tel. eintragen',neutral
'ich möchte meine produkte sehen bitte',neutral
'ich kann ab sofort meinen vertrag verlängern wie lange habe ich dazu zeit?',neutral
'wie kann ich herausfinden wie lange ich mein handy bereits habe?',neutral
'kündigungszeit bei ausstieg von einem hnadyvertrag',neutral
'wie lange dauert ein vertrag',neutral
'wie aktiviere ich megakax {potentielle_id}',neutral
'infomationen über flamingo punkte',neutral
'wo sehe ich wann ich den vertrag abgeschlossen habe?',neutral
'warum kostet mich eine vertags überschreiten',neutral
'hallo ich habe einene vertrag bei ihnen',neutral
